cantServidores cantEnlaces costoDelAGM maxPathSize tiempoConsultora1 tiempoConsultora2 
4 3 31 4 32100 31100
4 3 16 4 32100 30400
4 3 24 4 32100 30800
4 3 16 4 32300 34900
4 3 24 3 32500 28500
4 3 25 3 32500 28400
4 3 21 3 32400 28400
4 3 19 3 32200 28400
4 3 12 3 32300 28400
4 3 16 4 33800 31200
4 3 6 4 32200 30400
4 3 19 3 32300 28600
4 3 16 3 32300 39200
4 3 16 3 37000 30900
4 3 17 3 32400 28600
4 3 43 4 32300 30600
4 3 40 3 32400 28400
4 3 24 3 32300 28400
4 3 17 4 32200 30600
4 3 24 4 32200 30600
4 3 30 4 32200 34400
4 3 30 3 32300 28300
4 3 24 3 32300 28200
4 3 19 3 32300 28400
4 3 22 3 32300 28500
4 3 23 3 32300 28400
4 3 11 3 32200 32400
4 3 8 3 32300 39300
4 3 34 3 37000 28800
4 3 11 3 32300 28500
4 3 28 3 32200 28500
4 3 11 3 32300 28600
4 3 28 4 34400 30900
4 3 36 4 32200 30600
4 3 28 4 32100 30700
4 3 14 4 32200 30700
4 3 15 4 32100 30500
4 3 17 3 32300 32600
4 3 22 3 32300 28600
4 3 16 3 32400 28600
4 3 14 4 32200 30400
4 3 38 3 32500 28500
4 3 33 4 32300 41400
4 3 25 3 39200 28400
4 3 32 4 32300 30700
4 3 28 4 32300 30300
4 3 36 4 32300 30600
4 3 14 4 32200 30600
4 3 26 3 32200 28300
4 3 19 3 33800 28400
4 3 27 3 32200 28300
4 3 31 4 32200 30700
4 3 22 4 32200 30600
4 3 18 3 32400 28400
4 3 23 3 32400 28300
4 4 17 3 36900 28300
4 4 26 4 32600 30600
4 4 17 4 32500 41400
4 4 20 4 36900 30600
4 4 23 4 32400 30600
4 4 23 4 34400 31400
4 4 14 3 32400 30300
4 4 17 4 32500 30700
4 4 18 4 32500 30400
4 4 17 3 32500 28400
4 4 22 3 32400 28300
4 4 15 4 33900 31400
4 4 21 4 32600 30600
4 4 21 3 32400 28100
4 4 9 3 32600 30300
4 4 13 4 32700 30500
4 4 18 4 32700 34600
4 4 21 3 36500 33700
4 4 25 4 36800 30500
4 3 31 3 32300 28700
4 6 17 4 33000 31400
4 6 14 4 32900 31500
4 6 16 4 35100 30800
4 6 11 4 33100 31300
4 6 19 4 33100 30600
4 6 21 4 33000 30500
4 6 5 4 32900 31100
4 6 21 4 32900 32600
4 6 15 4 32900 31900
4 6 6 4 32900 30600
4 6 18 3 32900 30400
