fabricas clientes rutas costo cantaristas tiempo 
32 49 3240 4125 49 432 
32 49 3240 5777 49 430 
33 48 3240 3323 48 430 
33 48 3240 5055 48 427 
33 48 3240 4778 48 428 
33 48 3240 3871 48 427 
33 48 3240 3077 48 434 
33 48 3240 4640 48 428 
33 48 3240 4204 48 430 
33 48 3240 4388 48 429 
33 48 3240 4484 48 429 
33 48 3240 4088 48 430 
34 47 3240 4673 47 424 
34 47 3240 4834 47 427 
34 47 3240 3926 47 425 
34 47 3240 4893 47 426 
34 47 3240 4449 47 427 
34 47 3240 5011 47 426 
34 47 3240 3706 47 427 
34 47 3240 5429 47 424 
34 47 3240 4723 47 425 
34 47 3240 3910 47 429 
35 46 3240 3870 46 423 
35 46 3240 3295 46 422 
35 46 3240 4477 46 423 
35 46 3240 3896 46 425 
35 46 3240 4437 46 422 
35 46 3240 4262 46 427 
35 46 3240 3219 46 430 
35 46 3240 3852 46 446 
35 46 3240 3238 46 427 
35 46 3240 4281 46 429 
36 45 3240 3217 45 429 
36 45 3240 4156 45 419 
36 45 3240 4073 45 420 
36 45 3240 3652 45 419 
36 45 3240 2946 45 419 
36 45 3240 2971 45 421 
36 45 3240 3439 45 420 
36 45 3240 3842 45 419 
36 45 3240 4295 45 421 
36 45 3240 3418 45 420 
37 44 3240 3884 44 417 
37 44 3240 3590 44 636 
37 44 3240 5943 44 417 
37 44 3240 3815 44 416 
37 44 3240 4358 44 418 
37 44 3240 4132 44 417 
37 44 3240 3720 44 416 
37 44 3240 4221 44 417 
37 44 3240 3847 44 415 
37 44 3240 3279 44 417 
38 43 3240 3674 43 416 
38 43 3240 3585 43 413 
38 43 3240 4785 43 412 
38 43 3240 3438 43 417 
38 43 3240 3291 43 413 
38 43 3240 4484 43 413 
38 43 3240 3386 43 417 
38 43 3240 3119 43 415 
38 43 3240 3810 43 417 
38 43 3240 3615 43 414 
39 42 3240 3452 42 410 
39 42 3240 3102 42 412 
39 42 3240 4061 42 409 
39 42 3240 3770 42 410 
39 42 3240 3622 42 410 
39 42 3240 3054 42 415 
39 42 3240 3036 42 411 
39 42 3240 3578 42 409 
39 42 3240 3413 42 410 
39 42 3240 4272 42 413 
1 81 3321 9514 81 571 
1 81 3321 6827 81 563 
1 81 3321 8759 81 563 
1 81 3321 8053 81 580 
1 81 3321 7975 81 563 
1 81 3321 8477 81 568 
1 81 3321 8267 81 566 
1 81 3321 8420 81 562 
1 81 3321 9207 81 565 
1 81 3321 7049 81 562 
2 80 3321 8136 80 561 
2 80 3321 6760 80 560 
2 80 3321 7851 80 562 
2 80 3321 9222 80 564 
2 80 3321 6300 80 560 
2 80 3321 6550 80 559 
2 80 3321 9854 80 565 
2 80 3321 7884 80 568 
2 80 3321 7876 80 560 
2 80 3321 8643 80 559 
3 79 3321 7580 79 556 
3 79 3321 6756 79 555 
3 79 3321 8260 79 795 
3 79 3321 8727 79 556 
3 79 3321 7171 79 555 
3 79 3321 9822 79 556 
3 79 3321 7847 79 555 
3 79 3321 6062 79 558 
3 79 3321 8844 79 556 
3 79 3321 6436 79 555 
4 78 3321 8093 78 551 
4 78 3321 8006 78 554 
4 78 3321 7844 78 553 
4 78 3321 8095 78 551 
4 78 3321 7090 78 549 
4 78 3321 7878 78 554 
4 78 3321 8398 78 564 
4 78 3321 6666 78 551 
4 78 3321 7623 78 550 
4 78 3321 7329 78 554 
5 77 3321 7092 77 545 
5 77 3321 7481 77 544 
5 77 3321 8191 77 543 
5 77 3321 6379 77 547 
5 77 3321 8857 77 545 
5 77 3321 6028 77 545 
5 77 3321 7528 77 546 
5 77 3321 7639 77 548 
5 77 3321 6103 77 547 
5 77 3321 7981 77 546 
6 76 3321 8232 76 547 
6 76 3321 7194 76 546 
6 76 3321 8947 76 539 
6 76 3321 7450 76 542 
6 76 3321 5945 76 545 
6 76 3321 8635 76 540 
6 76 3321 6338 76 541 
6 76 3321 7741 76 542 
6 76 3321 7287 76 540 
6 76 3321 7646 76 543 
7 75 3321 8771 75 537 
7 75 3321 6887 75 542 
7 75 3321 7449 75 541 
7 75 3321 8072 75 535 
7 75 3321 6401 75 537 
7 75 3321 6269 75 544 
7 75 3321 7456 75 554 
7 75 3321 8315 75 540 
7 75 3321 7947 75 540 
7 75 3321 8416 75 537 
8 74 3321 6717 74 533 
8 74 3321 7451 74 533 
8 74 3321 6978 74 531 
8 74 3321 6849 74 532 
8 74 3321 7329 74 533 
8 74 3321 7525 74 532 
8 74 3321 7491 74 535 
8 74 3321 6737 74 533 
8 74 3321 7272 74 541 
8 74 3321 6717 74 538 
9 73 3321 5898 73 529 
9 73 3321 5551 73 531 
9 73 3321 7186 73 527 
9 73 3321 6619 73 531 
9 73 3321 7885 73 530 
9 73 3321 7358 73 531 
9 73 3321 6322 73 532 
9 73 3321 6797 73 530 
9 73 3321 6521 73 530 
9 73 3321 5322 73 527 
10 72 3321 6304 72 530 
10 72 3321 8190 72 527 
10 72 3321 6152 72 524 
10 72 3321 6656 72 529 
10 72 3321 6105 72 529 
10 72 3321 6207 72 527 
10 72 3321 7373 72 524 
10 72 3321 6435 72 523 
10 72 3321 6914 72 524 
10 72 3321 6572 72 525 
11 71 3321 6597 71 518 
11 71 3321 8611 71 519 
11 71 3321 6523 71 518 
11 71 3321 7036 71 520 
11 71 3321 6609 71 521 
11 71 3321 5623 71 526 
11 71 3321 6694 71 532 
11 71 3321 4834 71 527 
11 71 3321 9084 71 519 
11 71 3321 6341 71 522 
12 70 3321 6142 70 517 
12 70 3321 7523 70 517 
12 70 3321 6803 70 515 
12 70 3321 5352 70 513 
12 70 3321 6954 70 517 
12 70 3321 6156 70 515 
12 70 3321 6269 70 517 
12 70 3321 6565 70 515 
12 70 3321 7144 70 516 
12 70 3321 6193 70 515 
13 69 3321 5699 69 522 
13 69 3321 6562 69 523 
13 69 3321 6986 69 511 
13 69 3321 6821 69 512 
13 69 3321 6079 69 510 
13 69 3321 6928 69 512 
13 69 3321 6706 69 511 
13 69 3321 5946 69 512 
13 69 3321 6715 69 512 
13 69 3321 6669 69 511 
14 68 3321 6622 68 507 
14 68 3321 5436 68 507 
14 68 3321 5937 68 506 
14 68 3321 5292 68 505 
14 68 3321 6561 68 507 
14 68 3321 7234 68 509 
14 68 3321 5884 68 509 
14 68 3321 5873 68 517 
14 68 3321 5960 68 512 
14 68 3321 6275 68 508 
15 67 3321 6878 67 505 
15 67 3321 6081 67 503 
15 67 3321 6992 67 506 
15 67 3321 7183 67 505 
15 67 3321 7167 67 506 
15 67 3321 4848 67 506 
15 67 3321 5648 67 507 
15 67 3321 6366 67 504 
15 67 3321 6346 67 503 
15 67 3321 7346 67 504 
16 66 3321 5646 66 501 
16 66 3321 6131 66 501 
16 66 3321 7050 66 499 
16 66 3321 6759 66 501 
16 66 3321 5452 66 505 
16 66 3321 5405 66 507 
16 66 3321 5100 66 499 
16 66 3321 5328 66 498 
16 66 3321 6335 66 502 
16 66 3321 5506 66 499 
17 65 3321 5621 65 497 
17 65 3321 5773 65 494 
17 65 3321 8126 65 496 
17 65 3321 6270 65 498 
17 65 3321 5845 65 498 
17 65 3321 6093 65 496 
17 65 3321 5422 65 497 
17 65 3321 6348 65 496 
17 65 3321 7306 65 510 
17 65 3321 4985 65 503 
18 64 3321 5943 64 492 
18 64 3321 7759 64 492 
18 64 3321 5123 64 495 
18 64 3321 5558 64 493 
18 64 3321 6348 64 493 
18 64 3321 6212 64 490 
18 64 3321 5085 64 491 
18 64 3321 6061 64 493 
18 64 3321 6529 64 492 
18 64 3321 6118 64 491 
19 63 3321 7063 63 487 
19 63 3321 5911 63 489 
19 63 3321 4816 63 487 
19 63 3321 5125 63 490 
19 63 3321 6848 63 489 
19 63 3321 6092 63 488 
19 63 3321 5827 63 507 
19 63 3321 5208 63 500 
19 63 3321 5920 63 488 
19 63 3321 6410 63 488 
20 62 3321 5369 62 483 
20 62 3321 4916 62 483 
20 62 3321 4903 62 482 
20 62 3321 7222 62 483 
20 62 3321 5189 62 485 
20 62 3321 5483 62 484 
20 62 3321 5142 62 486 
20 62 3321 5685 62 482 
20 62 3321 4734 62 485 
20 62 3321 8476 62 482 
21 61 3321 6092 61 479 
21 61 3321 5832 61 481 
21 61 3321 4879 61 482 
21 61 3321 6125 61 479 
21 61 3321 6324 61 484 
21 61 3321 5899 61 489 
21 61 3321 6208 61 485 
21 61 3321 5479 61 480 
21 61 3321 5265 61 481 
21 61 3321 6662 61 480 
22 60 3321 5545 60 477 
22 60 3321 6963 60 476 
22 60 3321 5387 60 477 
22 60 3321 5727 60 478 
22 60 3321 5698 60 479 
22 60 3321 6521 60 475 
22 60 3321 4584 60 476 
22 60 3321 4913 60 477 
22 60 3321 4828 60 481 
22 60 3321 5773 60 477 
23 59 3321 5171 59 474 
23 59 3321 4369 59 477 
23 59 3321 4457 59 482 
23 59 3321 4074 59 472 
23 59 3321 4500 59 473 
23 59 3321 5574 59 473 
23 59 3321 6534 59 472 
23 59 3321 5031 59 471 
23 59 3321 5608 59 472 
23 59 3321 5827 59 473 
24 58 3321 5296 58 468 
24 58 3321 4534 58 469 
24 58 3321 5476 58 472 
24 58 3321 4613 58 472 
24 58 3321 5512 58 471 
24 58 3321 5385 58 467 
24 58 3321 4921 58 469 
24 58 3321 4940 58 470 
24 58 3321 4528 58 470 
24 58 3321 5580 58 470 
25 57 3321 5097 57 473 
25 57 3321 4946 57 470 
25 57 3321 4819 57 465 
25 57 3321 5220 57 469 
25 57 3321 5800 57 467 
25 57 3321 4932 57 466 
25 57 3321 5220 57 466 
25 57 3321 7731 57 465 
25 57 3321 4522 57 467 
25 57 3321 5342 57 466 
26 56 3321 4572 56 461 
26 56 3321 4800 56 470 
26 56 3321 4570 56 464 
26 56 3321 4374 56 462 
26 56 3321 6908 56 462 
26 56 3321 6127 56 461 
26 56 3321 6152 56 461 
26 56 3321 6197 56 463 
26 56 3321 4935 56 464 
26 56 3321 5321 56 463 
27 55 3321 5243 55 462 
27 55 3321 4276 55 458 
27 55 3321 3738 55 461 
27 55 3321 4028 55 457 
27 55 3321 4203 55 460 
27 55 3321 4609 55 457 
27 55 3321 4760 55 460 
27 55 3321 3223 55 459 
27 55 3321 4132 55 459 
27 55 3321 6625 55 463 
28 54 3321 5298 54 455 
28 54 3321 4065 54 457 
28 54 3321 4048 54 455 
28 54 3321 4565 54 455 
28 54 3321 3987 54 456 
28 54 3321 3427 54 454 
28 54 3321 5002 54 456 
28 54 3321 4234 54 457 
28 54 3321 4957 54 459 
28 54 3321 4344 54 464 
29 53 3321 4342 53 456 
29 53 3321 5595 53 453 
29 53 3321 4321 53 452 
29 53 3321 3901 53 452 
29 53 3321 6235 53 453 
29 53 3321 3635 53 452 
29 53 3321 3672 53 452 
29 53 3321 4837 53 452 
29 53 3321 4188 53 453 
29 53 3321 4391 53 452 
30 52 3321 6043 52 448 
30 52 3321 5455 52 450 
30 52 3321 4602 52 450 
30 52 3321 4344 52 447 
30 52 3321 4221 52 448 
30 52 3321 5856 52 448 
30 52 3321 5238 52 448 
30 52 3321 5053 52 450 
30 52 3321 4903 52 454 
30 52 3321 3859 52 459 
31 51 3321 3944 51 447 
31 51 3321 4632 51 447 
31 51 3321 4984 51 445 
31 51 3321 4193 51 445 
31 51 3321 4364 51 446 
31 51 3321 4556 51 446 
31 51 3321 5042 51 446 
31 51 3321 4740 51 446 
31 51 3321 4021 51 445 
31 51 3321 3434 51 444 
32 50 3321 4409 50 442 
32 50 3321 4475 50 443 
32 50 3321 4098 50 442 
32 50 3321 4147 50 440 
32 50 3321 4123 50 445 
32 50 3321 3581 50 440 
32 50 3321 3252 50 445 
32 50 3321 4610 50 441 
32 50 3321 4501 50 450 
32 50 3321 4258 50 577 
33 49 3321 5201 49 533 
33 49 3321 5008 49 439 
33 49 3321 4112 49 445 
33 49 3321 4153 49 456 
33 49 3321 5321 49 438 
33 49 3321 4857 49 439 
33 49 3321 5159 49 438 
33 49 3321 4235 49 439 
33 49 3321 3915 49 443 
33 49 3321 4784 49 441 
34 48 3321 4058 48 434 
34 48 3321 4256 48 437 
34 48 3321 4572 48 435 
34 48 3321 4816 48 441 
34 48 3321 4568 48 435 
34 48 3321 4031 48 436 
34 48 3321 4550 48 436 
34 48 3321 4193 48 436 
34 48 3321 3605 48 437 
34 48 3321 4300 48 434 
35 47 3321 4362 47 434 
35 47 3321 3670 47 433 
35 47 3321 4380 47 432 
35 47 3321 3908 47 442 
35 47 3321 3370 47 441 
35 47 3321 4758 47 433 
35 47 3321 5413 47 431 
35 47 3321 5062 47 434 
35 47 3321 3751 47 433 
35 47 3321 3477 47 432 
36 46 3321 5313 46 429 
36 46 3321 3647 46 432 
36 46 3321 4077 46 429 
36 46 3321 3817 46 431 
36 46 3321 3658 46 430 
36 46 3321 4389 46 431 
36 46 3321 4077 46 429 
36 46 3321 3743 46 427 
36 46 3321 3574 46 429 
36 46 3321 3383 46 430 
37 45 3321 3509 45 425 
37 45 3321 4799 45 425 
37 45 3321 3577 45 425 
37 45 3321 3719 45 428 
37 45 3321 5261 45 426 
37 45 3321 4073 45 427 
37 45 3321 4583 45 429 
37 45 3321 3173 45 425 
37 45 3321 3268 45 428 
37 45 3321 4225 45 432 
38 44 3321 3691 44 436 
38 44 3321 3995 44 428 
38 44 3321 4376 44 425 
38 44 3321 4036 44 424 
38 44 3321 4223 44 424 
38 44 3321 4222 44 423 
38 44 3321 3431 44 423 
38 44 3321 4243 44 423 
38 44 3321 3876 44 423 
38 44 3321 3387 44 425 
39 43 3321 4012 43 421 
39 43 3321 3833 43 423 
39 43 3321 3015 43 423 
39 43 3321 3984 43 422 
39 43 3321 4469 43 422 
39 43 3321 2693 43 424 
39 43 3321 3284 43 421 
39 43 3321 4768 43 419 
39 43 3321 4507 43 422 
39 43 3321 3274 43 422 
40 42 3321 3502 42 418 
40 42 3321 4216 42 417 
40 42 3321 3936 42 418 
40 42 3321 3137 42 417 
40 42 3321 3923 42 417 
40 42 3321 3868 42 419 
40 42 3321 3218 42 419 
40 42 3321 3397 42 418 
40 42 3321 3699 42 417 
40 42 3321 4406 42 417 
1 82 3403 6132 82 574 
1 82 3403 7986 82 581 
1 82 3403 9612 82 581 
1 82 3403 7762 82 575 
1 82 3403 6870 82 575 
1 82 3403 8931 82 576 
1 82 3403 11821 82 573 
1 82 3403 8367 82 573 
1 82 3403 7788 82 573 
1 82 3403 9683 82 571 
2 81 3403 7250 81 571 
2 81 3403 8748 81 573 
2 81 3403 8916 81 578 
2 81 3403 7758 81 573 
2 81 3403 8830 81 570 
2 81 3403 7222 81 570 
2 81 3403 7861 81 570 
2 81 3403 9524 81 569 
2 81 3403 9207 81 572 
2 81 3403 7860 81 570 
3 80 3403 7797 80 568 
3 80 3403 7225 80 571 
3 80 3403 6185 80 571 
3 80 3403 9048 80 565 
3 80 3403 8052 80 567 
3 80 3403 8898 80 571 
3 80 3403 6784 80 567 
3 80 3403 9089 80 567 
3 80 3403 6854 80 569 
3 80 3403 7766 80 575 
4 79 3403 7847 79 566 
4 79 3403 6809 79 565 
4 79 3403 8018 79 560 
4 79 3403 7020 79 563 
4 79 3403 6157 79 563 
4 79 3403 9075 79 559 
4 79 3403 7845 79 562 
4 79 3403 8040 79 563 
4 79 3403 7421 79 565 
4 79 3403 7113 79 570 
5 78 3403 6252 78 558 
5 78 3403 6944 78 557 
5 78 3403 7410 78 556 
5 78 3403 7517 78 559 
5 78 3403 7899 78 557 
5 78 3403 7603 78 557 
5 78 3403 7330 78 558 
5 78 3403 7810 78 557 
5 78 3403 9234 78 560 
5 78 3403 5919 78 560 
6 77 3403 6273 77 559 
6 77 3403 6837 77 553 
6 77 3403 8138 77 553 
6 77 3403 6211 77 552 
6 77 3403 10333 77 550 
6 77 3403 7623 77 553 
6 77 3403 7417 77 552 
6 77 3403 7454 77 551 
6 77 3403 6528 77 553 
6 77 3403 6276 77 550 
7 76 3403 7422 76 561 
7 76 3403 7634 76 550 
7 76 3403 7554 76 557 
7 76 3403 6778 76 548 
7 76 3403 6780 76 546 
7 76 3403 7441 76 556 
7 76 3403 7956 76 550 
7 76 3403 7497 76 552 
7 76 3403 7321 76 553 
7 76 3403 7094 76 556 
8 75 3403 7073 75 543 
8 75 3403 7767 75 543 
8 75 3403 6602 75 546 
8 75 3403 8040 75 544 
8 75 3403 7005 75 548 
8 75 3403 5895 75 547 
8 75 3403 9019 75 558 
8 75 3403 8359 75 553 
8 75 3403 5935 75 542 
8 75 3403 8436 75 545 
9 74 3403 7000 74 541 
9 74 3403 8234 74 540 
9 74 3403 6755 74 540 
9 74 3403 6626 74 540 
9 74 3403 6495 74 539 
9 74 3403 6408 74 538 
9 74 3403 7110 74 539 
9 74 3403 6269 74 552 
9 74 3403 5969 74 551 
9 74 3403 7453 74 538 
10 73 3403 7068 73 565 
10 73 3403 8867 73 537 
10 73 3403 6847 73 533 
10 73 3403 9177 73 535 
10 73 3403 6008 73 535 
10 73 3403 7380 73 536 
10 73 3403 7311 73 551 
10 73 3403 8135 73 535 
10 73 3403 6201 73 541 
10 73 3403 7425 73 544 
11 72 3403 6425 72 530 
11 72 3403 6646 72 532 
11 72 3403 6732 72 533 
11 72 3403 7623 72 533 
11 72 3403 6598 72 533 
11 72 3403 5422 72 546 
11 72 3403 6342 72 530 
11 72 3403 6353 72 530 
11 72 3403 6556 72 531 
11 72 3403 6423 72 535 
12 71 3403 7571 71 528 
12 71 3403 6993 71 528 
12 71 3403 6156 71 527 
12 71 3403 6412 71 527 
12 71 3403 6786 71 525 
12 71 3403 4811 71 529 
12 71 3403 6989 71 526 
12 71 3403 7041 71 527 
12 71 3403 5840 71 534 
12 71 3403 7958 71 529 
13 70 3403 7203 70 531 
13 70 3403 5315 70 524 
13 70 3403 7090 70 523 
13 70 3403 5602 70 523 
13 70 3403 8005 70 524 
13 70 3403 4615 70 521 
13 70 3403 6902 70 522 
13 70 3403 6434 70 522 
13 70 3403 6833 70 524 
13 70 3403 5841 70 523 
14 69 3403 6225 69 520 
14 69 3403 6209 69 518 
14 69 3403 6739 69 519 
14 69 3403 8746 69 524 
14 69 3403 5193 69 516 
14 69 3403 7495 69 523 
14 69 3403 5914 69 518 
14 69 3403 5143 69 547 
14 69 3403 6998 69 520 
14 69 3403 6294 69 527 
15 68 3403 7515 68 523 
15 68 3403 6957 68 515 
15 68 3403 7357 68 514 
15 68 3403 5775 68 514 
15 68 3403 6459 68 514 
15 68 3403 7096 68 512 
15 68 3403 5425 68 517 
15 68 3403 5880 68 516 
15 68 3403 6358 68 512 
15 68 3403 6119 68 515 
16 67 3403 5982 67 511 
16 67 3403 5532 67 517 
16 67 3403 5973 67 517 
16 67 3403 5686 67 512 
16 67 3403 7403 67 523 
16 67 3403 6071 67 510 
16 67 3403 6593 67 516 
16 67 3403 6474 67 512 
16 67 3403 6055 67 509 
16 67 3403 6436 67 509 
17 66 3403 5760 66 506 
17 66 3403 7666 66 511 
17 66 3403 6608 66 514 
17 66 3403 7083 66 504 
17 66 3403 5783 66 506 
17 66 3403 5221 66 507 
17 66 3403 6804 66 507 
17 66 3403 6791 66 507 
17 66 3403 5676 66 513 
17 66 3403 6187 66 507 
18 65 3403 6180 65 504 
18 65 3403 5733 65 511 
18 65 3403 5874 65 509 
18 65 3403 4677 65 501 
18 65 3403 6729 65 505 
18 65 3403 5442 65 504 
18 65 3403 6166 65 502 
18 65 3403 6486 65 503 
18 65 3403 6658 65 503 
18 65 3403 5471 65 502 
19 64 3403 5385 64 497 
19 64 3403 4718 64 500 
19 64 3403 6421 64 507 
19 64 3403 5906 64 506 
19 64 3403 4990 64 509 
19 64 3403 7835 64 505 
19 64 3403 5804 64 497 
19 64 3403 6273 64 499 
19 64 3403 5958 64 499 
19 64 3403 5461 64 497 
20 63 3403 5261 63 496 
20 63 3403 6873 63 492 
20 63 3403 6739 63 496 
20 63 3403 5869 63 494 
20 63 3403 7234 63 495 
20 63 3403 6104 63 493 
20 63 3403 7080 63 505 
20 63 3403 5481 63 499 
20 63 3403 7186 63 496 
20 63 3403 5616 63 496 
21 62 3403 6705 62 493 
21 62 3403 6769 62 500 
21 62 3403 6450 62 498 
21 62 3403 6590 62 492 
21 62 3403 6369 62 492 
21 62 3403 5795 62 516 
21 62 3403 5634 62 544 
21 62 3403 4407 62 492 
21 62 3403 5120 62 497 
21 62 3403 5757 62 599 
22 61 3403 5298 61 492 
22 61 3403 4992 61 489 
22 61 3403 6663 61 785 
22 61 3403 6530 61 485 
22 61 3403 5656 61 490 
22 61 3403 6472 61 501 
22 61 3403 6207 61 496 
22 61 3403 5701 61 488 
22 61 3403 6028 61 490 
22 61 3403 6422 61 487 
23 60 3403 4989 60 481 
23 60 3403 8095 60 490 
23 60 3403 5446 60 588 
23 60 3403 5867 60 483 
23 60 3403 6393 60 483 
23 60 3403 5128 60 483 
23 60 3403 5368 60 483 
23 60 3403 5362 60 491 
23 60 3403 5518 60 482 
23 60 3403 6263 60 513 
24 59 3403 5518 59 482 
24 59 3403 5802 59 480 
24 59 3403 6106 59 499 
24 59 3403 5614 59 480 
24 59 3403 6171 59 480 
24 59 3403 5509 59 490 
24 59 3403 7191 59 481 
24 59 3403 6623 59 481 
24 59 3403 5682 59 480 
24 59 3403 4784 59 484 
25 58 3403 4798 58 475 
25 58 3403 6474 58 476 
25 58 3403 5440 58 476 
25 58 3403 5218 58 485 
25 58 3403 4639 58 476 
25 58 3403 7143 58 477 
25 58 3403 4980 58 477 
25 58 3403 5837 58 473 
25 58 3403 4302 58 516 
25 58 3403 5169 58 478 
26 57 3403 5752 57 484 
26 57 3403 5721 57 473 
26 57 3403 6134 57 472 
26 57 3403 4429 57 512 
26 57 3403 5450 57 473 
26 57 3403 5086 57 501 
26 57 3403 3932 57 474 
26 57 3403 4874 57 474 
26 57 3403 5333 57 474 
26 57 3403 4691 57 473 
27 56 3403 4413 56 467 
27 56 3403 5649 56 485 
27 56 3403 5112 56 473 
27 56 3403 6320 56 474 
27 56 3403 6100 56 470 
27 56 3403 3986 56 470 
27 56 3403 6291 56 467 
27 56 3403 6103 56 470 
27 56 3403 5282 56 474 
27 56 3403 5371 56 472 
28 55 3403 4962 55 467 
28 55 3403 5493 55 466 
28 55 3403 4887 55 465 
28 55 3403 3766 55 466 
28 55 3403 5189 55 513 
28 55 3403 5320 55 474 
28 55 3403 5261 55 467 
28 55 3403 4923 55 474 
28 55 3403 5779 55 504 
28 55 3403 5047 55 467 
29 54 3403 6190 54 461 
29 54 3403 4448 54 474 
29 54 3403 4595 54 465 
29 54 3403 4114 54 465 
29 54 3403 5759 54 462 
29 54 3403 7358 54 463 
29 54 3403 4274 54 463 
29 54 3403 3862 54 460 
29 54 3403 5474 54 483 
29 54 3403 5794 54 471 
30 53 3403 4816 53 459 
30 53 3403 5042 53 458 
30 53 3403 4930 53 459 
30 53 3403 4799 53 460 
30 53 3403 3826 53 461 
30 53 3403 5536 53 486 
30 53 3403 4169 53 461 
30 53 3403 4553 53 475 
30 53 3403 5119 53 458 
30 53 3403 4939 53 459 
31 52 3403 3725 52 456 
31 52 3403 6326 52 456 
31 52 3403 6003 52 456 
31 52 3403 5775 52 458 
31 52 3403 3147 52 456 
31 52 3403 5024 52 457 
31 52 3403 3920 52 455 
31 52 3403 4363 52 457 
31 52 3403 6261 52 455 
31 52 3403 4191 52 462 
32 51 3403 5171 51 494 
32 51 3403 5309 51 451 
32 51 3403 5516 51 452 
32 51 3403 4317 51 452 
32 51 3403 3362 51 452 
32 51 3403 5043 51 454 
32 51 3403 4675 51 452 
32 51 3403 5005 51 498 
32 51 3403 4272 51 450 
32 51 3403 4730 51 461 
33 50 3403 3728 50 448 
33 50 3403 5354 50 449 
33 50 3403 4743 50 480 
33 50 3403 3605 50 449 
33 50 3403 3927 50 460 
33 50 3403 4144 50 451 
33 50 3403 3685 50 450 
33 50 3403 4488 50 450 
33 50 3403 4282 50 449 
33 50 3403 3908 50 455 
34 49 3403 3686 49 454 
34 49 3403 4780 49 471 
34 49 3403 4349 49 448 
34 49 3403 4178 49 446 
34 49 3403 3583 49 447 
34 49 3403 5095 49 444 
34 49 3403 4666 49 445 
34 49 3403 4338 49 446 
34 49 3403 4217 49 445 
34 49 3403 4389 49 449 
35 48 3403 3937 48 465 
35 48 3403 3873 48 444 
35 48 3403 4404 48 443 
35 48 3403 4126 48 443 
35 48 3403 4752 48 444 
35 48 3403 3196 48 442 
35 48 3403 4069 48 447 
35 48 3403 4348 48 443 
35 48 3403 3859 48 444 
35 48 3403 4273 48 443 
36 47 3403 3526 47 438 
36 47 3403 4264 47 440 
36 47 3403 3606 47 446 
36 47 3403 3743 47 458 
36 47 3403 4099 47 439 
36 47 3403 4485 47 440 
36 47 3403 3999 47 438 
36 47 3403 4873 47 440 
36 47 3403 3437 47 440 
36 47 3403 3644 47 441 
37 46 3403 4123 46 447 
37 46 3403 4388 46 438 
37 46 3403 4282 46 438 
37 46 3403 4474 46 443 
37 46 3403 4153 46 443 
37 46 3403 4145 46 435 
37 46 3403 4848 46 436 
37 46 3403 3883 46 456 
37 46 3403 5275 46 438 
37 46 3403 3974 46 437 
38 45 3403 4162 45 433 
38 45 3403 3883 45 432 
38 45 3403 4407 45 433 
38 45 3403 4440 45 434 
38 45 3403 3905 45 433 
38 45 3403 3235 45 445 
38 45 3403 3601 45 434 
38 45 3403 3045 45 435 
38 45 3403 3370 45 433 
38 45 3403 4717 45 434 
39 44 3403 3683 44 429 
39 44 3403 3928 44 432 
39 44 3403 4143 44 450 
39 44 3403 3777 44 431 
39 44 3403 4298 44 433 
39 44 3403 3983 44 429 
39 44 3403 3800 44 430 
39 44 3403 3174 44 432 
39 44 3403 3534 44 439 
39 44 3403 3891 44 439 
40 43 3403 2937 43 430 
40 43 3403 3591 43 429 
40 43 3403 3149 43 427 
40 43 3403 3178 43 427 
40 43 3403 4291 43 427 
40 43 3403 3541 43 429 
40 43 3403 4145 43 449 
40 43 3403 4114 43 430 
40 43 3403 2787 43 425 
40 43 3403 3303 43 428 
1 83 3486 9253 83 596 
1 83 3486 9351 83 589 
1 83 3486 8514 83 588 
1 83 3486 8144 83 609 
1 83 3486 6125 83 589 
1 83 3486 8511 83 587 
1 83 3486 7264 83 587 
1 83 3486 8882 83 597 
1 83 3486 7387 83 587 
1 83 3486 10243 83 598 
2 82 3486 10214 82 612 
2 82 3486 9125 82 586 
2 82 3486 6941 82 585 
2 82 3486 8111 82 592 
2 82 3486 9102 82 589 
2 82 3486 8256 82 586 
2 82 3486 7703 82 581 
2 82 3486 7910 82 625 
2 82 3486 7498 82 584 
2 82 3486 8009 82 582 
3 81 3486 8261 81 591 
3 81 3486 7860 81 577 
3 81 3486 8712 81 578 
3 81 3486 8397 81 579 
3 81 3486 7504 81 626 
3 81 3486 6364 81 582 
3 81 3486 8310 81 577 
3 81 3486 7874 81 585 
3 81 3486 7247 81 587 
3 81 3486 6641 81 576 
4 80 3486 6709 80 604 
4 80 3486 8396 80 580 
4 80 3486 6622 80 576 
4 80 3486 8127 80 570 
4 80 3486 8378 80 579 
4 80 3486 8315 80 576 
4 80 3486 8447 80 576 
4 80 3486 7083 80 610 
4 80 3486 7063 80 575 
4 80 3486 8310 80 573 
5 79 3486 7911 79 566 
5 79 3486 7751 79 572 
5 79 3486 7799 79 571 
5 79 3486 6887 79 567 
5 79 3486 7961 79 595 
5 79 3486 7494 79 574 
5 79 3486 7363 79 570 
5 79 3486 7970 79 583 
5 79 3486 8005 79 580 
5 79 3486 9062 79 598 
6 78 3486 7991 78 567 
6 78 3486 7070 78 566 
6 78 3486 7578 78 569 
6 78 3486 7867 78 564 
6 78 3486 8086 78 566 
6 78 3486 8429 78 577 
6 78 3486 8291 78 589 
6 78 3486 9110 78 564 
6 78 3486 7283 78 598 
