Trabajos,CantEnMaquina,Ticks,Resultado,Caso
817,410,1.74366,335362581,Random+8
976,485,2.74741,-894551774,Random+8
825,417,1.78976,1131592106,Random+8
797,418,1.66445,-1688949329,Random+8
245,117,0.092519,-1200249660,Random+8
542,268,0.614713,-1474157950,Random+8
922,461,2.3742,-2012879924,Random+8
463,253,0.408631,-808364933,Random+8
397,197,0.283285,1161152244,Random+8
588,285,0.746296,-1155658784,Random+8
994,485,2.8628,907290888,Random+8
987,513,2.83706,202718876,Random+8
173,93,0.045308,174554725,Random+8
405,203,0.294821,1961032905,Random+8
511,251,0.528625,-287329208,Random+8
41,24,0.002573,-181961931,Random+8
353,181,0.215047,1040265013,Random+8
538,270,0.625351,-1878353954,Random+8
909,466,2.33387,967135620,Random+8
958,472,2.86108,1587066845,Random+8
487,239,0.522901,1594738024,Random+8
141,64,0.033007,1254197690,Random+8
87,46,0.014635,136121417,Random+8
619,331,0.955159,1944908722,Random+8
280,137,0.12675,-1977744842,Random+8
569,275,0.708993,1226622812,Random+8
353,169,0.215834,1042235714,Random+8
757,357,1.47409,-1393508001,Random+8
20,7,0.000691,2004847728,Random+8
877,646,2.16129,-2147414910,Random+8
866,429,2.29214,949862907,Random+8
817,410,2.16539,334721121,Random+8
284,143,0.139808,-1575836497,Random+8
51,25,0.005533,821562438,Random+8
145,81,0.038082,1658199758,Random+8
184,104,0.055262,1274183792,Random+8
309,146,0.210774,918392381,Random+8
47,26,0.004711,420442996,Random+8
157,77,0.049454,-1433987373,Random+8
932,471,2.84017,-1016451270,Random+8
824,405,1.92338,1043253017,Random+8
136,67,0.032718,750941951,Random+8
597,293,0.824906,-255207316,Random+8
166,80,0.044116,-534756899,Random+8
158,78,0.041359,-1337899824,Random+8
86,45,0.011015,35308700,Random+8
996,530,2.97201,1104550399,Random+8
359,189,0.228317,1648557414,Random+8
680,336,1.14638,-515375621,Random+8
209,111,0.069476,-515913699,Random+8
700,355,1.21672,1484886179,Random+8
419,204,0.32927,-920741613,Random+8
9,5,0.000236,902489069,Random+8
657,347,1.08479,1469125695,Random+8
799,394,2.00972,-1466935752,Random+8
140,70,0.044045,1155080659,Random+8
241,119,0.107318,-1597007212,Random+8
810,380,2.04656,-364235138,Random+8
270,133,0.162991,1311631283,Random+8
185,96,0.055863,1373574199,Random+8
3,2,4.3e-05,301720337,Random+8
909,473,2.80018,982406635,Random+8
540,259,0.686122,-1682410987,Random+8
544,285,0.688376,-1271239275,Random+8
163,89,0.045857,-832855029,Random+8
559,274,0.730392,228568840,Random+8
52,26,0.00564,920102036,Random+8
251,130,0.110654,-596935557,Random+8
598,277,0.86632,-156617931,Random+8
422,198,0.374627,-631680721,Random+8
720,366,1.41773,-800812039,Random+8
430,209,0.408964,172972661,Random+8
399,196,0.327201,1362096177,Random+8
946,456,2.80007,401694165,Random+8
28,16,0.001227,-1487411377,Random+8
598,300,0.875193,-150461276,Random+8
65,35,0.008639,-2069567750,Random+8
152,82,0.042929,-1935749842,Random+8
7,3,0.000168,702734057,Random+8
851,415,2.36025,-554330435,Random+8
190,98,0.059617,1870236874,Random+8
367,165,0.233083,-1850470907,Random+8
214,96,0.090533,-8680299,Random+8
834,652,2.22302,-2147439154,Random+8
987,499,3.43585,204371749,Random+8
489,265,0.602842,1788867145,Random+8
273,125,0.159101,1608679963,Random+8
859,427,2.64873,255789017,Random+8
347,160,0.257258,438032908,Random+8
458,234,0.532138,-1294707265,Random+8
684,338,1.52854,-110007112,Random+8
3,2,5.5e-05,301575281,Random+8
431,213,0.497376,274513347,Random+8
171,93,0.05978,-28909762,Random+8
646,315,1.1675,361705801,Random+8
52,27,0.003967,918963202,Random+8
608,315,1.11166,843350835,Random+8
809,400,2.1077,-472450044,Random+8
72,39,0.01078,-1367977655,Random+8
707,340,1.57364,-2109193755,Random+8
366,188,0.368354,-1942827697,Random+8
963,349,3.3184,-2147255577,Random+8
631,327,1.06812,-1143785407,Random+8
149,71,0.049328,2055581167,Random+8
399,180,0.323328,1358966239,Random+8
300,129,0.157465,23088842,Random+8
958,485,3.13705,1587026136,Random+8
411,206,0.346886,-1728081433,Random+8
102,53,0.021808,1640606046,Random+8
798,405,1.97748,-1583968041,Random+8
330,159,0.220178,-1266315888,Random+8
408,211,0.355147,-2025962949,Random+8
978,503,2.911,-695471509,Random+8
961,474,2.68548,1899533834,Random+8
205,96,0.06752,-911371822,Random+8
594,303,0.795023,-550272985,Random+8
627,337,0.932379,-1543575129,Random+8
660,317,1.04665,1763820341,Random+8
677,339,1.08531,-820777677,Random+8
780,371,1.57219,923955517,Random+8
555,289,0.651401,-182656365,Random+8
168,84,0.043232,-329768050,Random+8
526,285,0.577792,1212799159,Random+8
618,303,0.888059,1854112084,Random+8
630,321,0.930033,-1233651123,Random+8
467,231,0.439294,-413948577,Random+8
907,468,2.32969,776271983,Random+8
171,93,0.04409,-27871171,Random+8
992,495,2.82983,710711963,Random+8
373,193,0.263323,-1238655127,Random+8
751,373,1.42961,-1983325457,Random+8
887,431,2.19253,-1222500363,Random+8
846,424,1.93098,-1053612585,Random+8
524,261,0.601295,1016608883,Random+8
549,276,0.66044,-775205132,Random+8
927,478,2.75869,-1520508300,Random+8
781,401,1.77745,1013072340,Random+8
271,136,0.123891,1410765973,Random+8
81,41,0.010958,-465744536,Random+8
694,331,1.26032,883814839,Random+8
922,471,2.55717,-2012272924,Random+8
620,532,0.885071,-2147273448,Random+8
770,390,1.63082,-82583513,Random+8
856,408,2.16566,-51491505,Random+8
772,385,1.60343,116595557,Random+8
250,123,0.098034,-697012524,Random+8
90,36,0.0123,439238519,Random+8
431,208,0.365851,276992672,Random+8
424,194,0.359097,-428559618,Random+8
966,499,2.85765,-1906768588,Random+8
372,195,0.258298,-1350056378,Random+8
67,32,0.009408,-1868923600,Random+8
396,207,0.303509,1064861179,Random+8
656,339,1.11717,1367455959,Random+8
466,224,0.444413,-504384828,Random+8
469,245,0.471747,-209737627,Random+8
610,301,0.915265,1050496851,Random+8
639,305,1.03091,-339090297,Random+8
461,242,0.425198,-1009732818,Random+8
36,22,0.001957,-685834545,Random+8
63,29,0.005785,2024323270,Random+8
92,39,0.012622,637579931,Random+8
665,319,1.07981,-2023691269,Random+8
65,27,0.006532,-2072616767,Random+8
821,429,1.88771,743699346,Random+8
334,162,0.189169,-864391838,Random+8
399,203,0.291327,1358925186,Random+8
673,344,1.09448,-1222632795,Random+8
422,214,0.33472,-626910197,Random+8
71,40,0.009983,-1469000285,Random+8
876,869,2.15416,-2147199512,Random+8
816,409,1.80798,237943790,Random+8
50,24,0.005372,719804477,Random+8
533,280,0.601699,1914485705,Random+8
16,12,0.000555,1604318526,Random+8
254,128,0.108937,-297023231,Random+8
477,227,0.474024,598674549,Random+8
745,384,1.50045,1693581462,Random+8
102,46,0.0155,1641388158,Random+8
261,112,0.108108,402623212,Random+8
62,31,0.005925,1926501316,Random+8
547,288,0.706324,-974382496,Random+8
691,347,1.29449,578463602,Random+8
164,75,0.050057,-730140797,Random+8
543,279,0.714352,-1374974661,Random+8
397,201,0.310118,1157715505,Random+8
215,105,0.07449,84525466,Random+8
314,161,0.171858,1428543058,Random+8
928,467,2.67215,-1411995483,Random+8
654,320,1.03065,1162900376,Random+8
77,43,0.008899,-865984672,Random+8
89,40,0.011879,335683476,Random+8
34,15,0.001814,-885848156,Random+8
815,444,1.82246,134570074,Random+8
288,137,0.134177,-1186524653,Random+8
866,447,2.0655,957281309,Random+8
218,109,0.073938,388709526,Random+8
510,276,0.596246,-385261808,Random+8
302,157,0.149137,220466396,Random+8
426,229,0.346931,-238217114,Random+8
868,408,2.05824,1154861233,Random+8
834,175,1.92456,-2147467397,Random+8
273,135,0.117139,1611650361,Random+8
585,297,0.798452,-1455301156,Random+8
329,158,0.183798,-1360794670,Random+8
308,161,0.15773,826024242,Random+8
842,429,1.97993,-1449520964,Random+8
326,167,0.174994,-1665384468,Random+8
985,481,2.91468,-4365374,Random+8
630,309,1.03172,-1232280118,Random+8
592,278,0.937909,-766421755,Random+8
12,8,0.000361,1203832221,Random+8
339,177,0.274975,-358873108,Random+8
801,391,2.2266,-1268689783,Random+8
602,298,1.13854,244971098,Random+8
691,358,1.58288,576460678,Random+8
831,423,2.06645,1748402933,Random+8
535,210,0.706544,-2147470837,Random+8
43,18,0.003451,19464728,Random+8
658,355,1.26386,1567048214,Random+8
836,399,2.29022,-2046035846,Random+8
680,340,1.34135,-522462795,Random+8
954,484,3.17057,1187392798,Random+8
688,350,1.29147,279498148,Random+8
907,460,2.85527,778148032,Random+8
303,156,0.1842,323868864,Random+8
704,352,1.58751,1888789597,Random+8
651,334,1.19191,857682327,Random+8
308,170,0.18063,826522034,Random+8
77,35,0.012806,-870041987,Random+8
407,207,0.402048,-2137369743,Random+8
562,286,0.889392,528483198,Random+8
163,84,0.053735,-831841812,Random+8
535,331,0.717707,-2147424742,Random+8
493,240,0.570701,-2093759591,Random+8
652,341,1.14961,961549832,Random+8
868,430,2.43898,1161182321,Random+8
328,166,0.214381,-1468256704,Random+8
47,21,0.004878,418316663,Random+8
681,327,1.35219,-419985846,Random+8
848,420,2.23858,-863423919,Random+8
241,124,0.102095,-1600566567,Random+8
365,179,0.288653,-2045840102,Random+8
360,184,0.289751,1744316541,Random+8
239,129,0.107208,-1797756791,Random+8
481,256,0.558217,990863034,Random+8
856,436,2.29985,-44607794,Random+8
364,149,0.240269,-2147417710,Random+8
533,260,0.683108,1915415825,Random+8
135,78,0.03615,653807637,Random+8
641,319,1.22877,-140802805,Random+8
639,307,1.3406,-333749867,Random+8
252,133,0.116683,-495624868,Random+8
226,110,0.105401,1187552288,Random+8
6,2,0.000123,601466481,Random+8
501,248,0.650839,-1293099863,Random+8
240,123,0.10877,-1694998470,Random+8
541,275,0.7593,-1577538059,Random+8
440,234,0.499,1179942766,Random+8
815,424,2.09536,129502148,Random+8
600,278,0.84327,42657483,Random+8
329,164,0.188037,-1366054923,Random+8
972,490,2.81334,-1296421505,Random+8
963,347,2.80261,-2147432974,Random+8
607,310,0.846134,753898639,Random+8
802,399,1.72447,-1166301197,Random+8
929,468,2.51135,-1303370213,Random+8
647,335,1.0228,458653391,Random+8
322,152,0.182827,-2067142591,Random+8
980,494,3.03936,-493192657,Random+8
542,264,0.623653,-1478591819,Random+8
595,317,0.853128,-455210550,Random+8
388,209,0.280017,257019534,Random+8
683,318,1.20099,-214204668,Random+8
282,148,0.133211,-1784822123,Random+8
860,424,2.1811,365201174,Random+8
737,361,1.40635,909221100,Random+8
568,292,0.745654,1134451600,Random+8
367,183,0.232845,-1852574039,Random+8
259,123,0.110812,206812512,Random+8
882,448,2.20637,-1735318405,Random+8
627,327,0.975969,-1544336281,Random+8
495,254,0.499493,-1889539867,Random+8
366,165,0.234603,-1943934573,Random+8
628,304,0.938128,-1432788932,Random+8
187,97,0.056972,1574980788,Random+8
784,403,1.65699,1316139596,Random+8
764,385,1.58232,-678472912,Random+8
525,248,0.576218,1120082506,Random+8
52,27,0.004207,920830025,Random+8
451,220,0.402182,-2011906078,Random+8
128,63,0.026212,-46233334,Random+8
887,463,2.19475,-1245648649,Random+8
513,266,0.557059,-92520846,Random+8
114,62,0.022224,-1454189378,Random+8
791,91,1.64199,-2147327447,Random+8
955,470,2.69242,1286856293,Random+8
636,302,0.945294,-637270472,Random+8
56,30,0.006396,1322747588,Random+8
108,58,0.021627,-2054873342,Random+8
812,399,1.73996,-172170564,Random+8
408,195,0.29301,-2029168630,Random+8
461,235,0.403352,-1008577617,Random+8
855,432,1.97549,-152806249,Random+8
825,444,1.83544,1138629942,Random+8
517,253,0.577883,307114358,Random+8
207,101,0.065632,-712129645,Random+8
234,111,0.085884,1994148795,Random+8
174,87,0.053387,267277074,Random+8
220,112,0.081726,591175843,Random+8
450,208,0.393929,-2109042622,Random+8
153,84,0.035972,-1836962422,Random+8
841,421,1.95297,-1541511289,Random+8
669,333,1.12533,-1621520776,Random+8
858,431,2.1669,154550656,Random+8
963,652,2.92623,-2147460935,Random+8
30,18,0.001377,-1286960690,Random+8
918,473,2.5047,1877938897,Random+8
895,423,2.42181,-433503031,Random+8
191,97,0.079974,1977517116,Random+8
258,126,0.149378,104620949,Random+8
102,53,0.022585,1642053547,Random+8
983,482,3.1089,-195846273,Random+8
703,359,1.25738,1796513970,Random+8
503,272,0.565039,-1095220155,Random+8
103,56,0.015906,1744383106,Random+8
222,113,0.087746,790323984,Random+8
267,133,0.114034,1013512722,Random+8
755,368,1.58243,-1581452473,Random+8
270,139,0.12071,1310556998,Random+8
514,255,0.54853,12772914,Random+8
504,261,0.525645,-991312501,Random+8
917,468,2.5144,1788994453,Random+8
265,148,0.11141,806895004,Random+8
839,403,1.93859,-1758857863,Random+8
67,34,0.008745,-1872242705,Random+8
821,396,1.83079,733289982,Random+8
570,269,0.720229,1331500410,Random+8
220,111,0.076123,590625461,Random+8
586,295,0.80513,-1351465736,Random+8
876,422,2.24037,1961968652,Random+8
913,456,2.58906,1377413213,Random+8
464,214,0.431351,-709355118,Random+8
916,490,2.51168,1673388511,Random+8
650,341,1.04216,766973051,Random+8
470,254,0.458977,-109272667,Random+8
682,349,1.14483,-326016411,Random+8
347,180,0.211992,443495164,Random+8
105,52,0.019964,1941465522,Random+8
900,470,2.358,77047095,Random+8
979,483,2.8977,-598216796,Random+8
721,349,1.31008,-697753706,Random+8
139,72,0.031323,1055192905,Random+8
473,219,0.448223,193303026,Random+8
880,429,2.16694,-1926513932,Random+8
210,104,0.068923,-410358815,Random+8
496,245,0.51535,-1792442564,Random+8
719,362,1.33802,-898102007,Random+8
280,128,0.127807,-1983250762,Random+8
382,194,0.254477,-342560109,Random+8
31,17,0.001491,-1186335605,Random+8
436,202,0.361593,781667220,Random+8
901,438,2.31957,169739324,Random+8
230,120,0.083805,1592521228,Random+8
400,196,0.285429,1462751114,Random+8
165,85,0.041825,-635122940,Random+8
928,466,2.49363,-1421024022,Random+8
23,12,0.000886,-1987035324,Random+8
432,209,0.362928,369031671,Random+8
893,451,2.25672,-630069307,Random+8
246,129,0.100263,-1098055278,Random+8
198,105,0.072524,-1616137488,Random+8
934,475,2.66253,-805492586,Random+8
823,385,1.85612,934285850,Random+8
46,25,0.004367,320117428,Random+8
141,70,0.035522,1254807252,Random+8
63,31,0.005905,2022789412,Random+8
748,732,1.41514,-2147470462,Random+8
561,279,0.673367,425385817,Random+8
122,64,0.022402,-650410302,Random+8
974,474,2.72411,-1097165224,Random+8
542,264,0.621388,-1482570826,Random+8
471,228,0.443649,-7076976,Random+8
94,45,0.013119,839672597,Random+8
829,411,1.80773,1550184423,Random+8
856,418,2.01967,-51238551,Random+8
370,184,0.234484,-1550165159,Random+8
303,156,0.150616,321172253,Random+8
129,51,0.02835,51441604,Random+8
830,423,1.88461,1647167115,Random+8
167,81,0.044988,-437326012,Random+8
595,311,0.797959,-454974073,Random+8
188,103,0.053514,1676153085,Random+8
539,276,0.620985,-1776083158,Random+8
731,369,1.38914,306518895,Random+8
499,265,0.512799,-1487419387,Random+8
192,100,0.065266,2075768815,Random+8
688,337,1.15637,288225485,Random+8
460,232,0.439799,-1115829344,Random+8
970,487,2.7785,-1503888502,Random+8
959,466,2.67291,1685260547,Random+8
657,332,1.04721,1466047798,Random+8
82,46,0.012482,-364808916,Random+8
31,14,0.001589,-1185216465,Random+8
145,61,0.03404,1656335291,Random+8
250,128,0.098842,-696865647,Random+8
186,105,0.054528,1474619756,Random+8
175,95,0.04927,372759913,Random+8
665,336,1.10995,-2017035305,Random+8
521,253,0.657143,713607454,Random+8
219,107,0.078125,490871446,Random+8
80,42,0.012504,-567049582,Random+8
214,114,0.078761,-15107751,Random+8
254,125,0.104541,-296320461,Random+8
505,253,0.579309,-892151502,Random+8
771,394,1.80646,16631979,Random+8
503,233,0.5244,-1098286462,Random+8
380,190,0.289255,-541589027,Random+8
980,489,3.34055,-490367017,Random+8
903,457,2.71812,371544429,Random+8
191,101,0.082192,1974408294,Random+8
642,342,1.10339,-38258217,Random+8
408,209,0.340057,-2027810722,Random+8
500,267,0.602718,-1400213754,Random+8
69,34,0.009676,-1671174315,Random+8
925,490,2.85374,-1709199921,Random+8
294,156,0.164005,-583411101,Random+8
695,340,1.39114,989891851,Random+8
878,417,2.60417,-2118689330,Random+8
520,260,0.720065,611340478,Random+8
628,314,1.11916,-1444871628,Random+8
990,501,3.64469,504387976,Random+8
678,335,1.35405,-726453856,Random+8
889,453,2.58845,-1029996106,Random+8
16,10,0.000649,1603923858,Random+8
305,147,0.171274,524412609,Random+8
432,220,0.423393,377915731,Random+8
926,480,3.12558,-1613585786,Random+8
330,156,0.252731,-1261421965,Random+8
656,315,1.3134,1368758494,Random+8
841,451,2.15423,-1553501874,Random+8
400,197,0.30686,1468367622,Random+8
808,405,1.79983,-555720455,Random+8
290,155,0.14523,-979967270,Random+8
536,270,0.65578,-2080258234,Random+8
917,478,2.70665,1776851633,Random+8
272,138,0.134288,1517005752,Random+8
31,13,0.00218,-1183896956,Random+8
958,484,3.28104,1588063511,Random+8
933,498,3.16733,-912377515,Random+8
207,99,0.095056,-720154950,Random+8
774,392,1.83205,321282886,Random+8
731,365,1.46998,299293455,Random+8
358,174,0.242004,1552542902,Random+8
106,53,0.017242,2039223890,Random+8
412,206,0.33404,-1621338111,Random+8
914,471,2.65108,1481998608,Random+8
40,16,0.003287,-283979414,Random+8
355,176,0.242398,1244815373,Random+8
777,407,1.76339,613555332,Random+8
447,227,0.407861,1881788881,Random+8
323,157,0.189912,-1974261198,Random+8
80,44,0.010711,-563571242,Random+8
655,332,1.07993,1283279913,Random+8
500,257,0.53305,-1393915136,Random+8
53,21,0.006043,1019037799,Random+8
985,501,2.9586,-6033277,Random+8
612,293,0.92565,1256207565,Random+8
318,160,0.173455,1832255152,Random+8
296,144,0.146372,-387382373,Random+8
558,275,0.703816,133612983,Random+8
757,375,1.50213,-1395099995,Random+8
255,129,0.103766,-193160440,Random+8
565,300,0.740123,828195234,Random+8
563,268,0.688824,628209856,Random+8
627,301,0.935266,-1547138700,Random+8
260,142,0.110111,301198512,Random+8
778,383,1.67959,713946121,Random+8
191,95,0.074214,1974697143,Random+8
668,331,1.25873,-1727275176,Random+8
909,471,2.56207,971502944,Random+8
889,448,2.39572,-1027941630,Random+8
113,57,0.029019,-1555438699,Random+8
820,419,1.81711,630955757,Random+8
865,452,2.05426,851826784,Random+8
917,457,2.33969,1767825046,Random+8
449,388,0.390333,-2147416310,Random+8
354,177,0.209871,1145627442,Random+8
162,78,0.04335,-933294258,Random+8
520,273,0.580023,616210795,Random+8
551,283,0.69368,-578611207,Random+8
817,425,1.80117,334352075,Random+8
683,339,1.10162,-225947735,Random+8
73,45,0.007981,-1272792607,Random+8
334,169,0.185218,-865789152,Random+8
995,489,2.85044,1005943587,Random+8
57,28,0.005039,1424728462,Random+8
331,165,0.184529,-1165999114,Random+8
615,306,0.849556,1553312567,Random+8
980,482,2.77642,-501404390,Random+8
636,311,0.935456,-637645413,Random+8
124,71,0.026249,-446224280,Random+8
877,650,2.09456,-2147414632,Random+8
459,229,0.401515,-1217415666,Random+8
710,350,1.22555,-1808555321,Random+8
421,222,0.328958,-723163502,Random+8
4,3,5.5e-05,401703038,Random+8
191,88,0.055365,1974969982,Random+8
578,263,0.732201,-2147437400,Random+8
987,484,2.77931,205471632,Random+8
433,206,0.349826,474926837,Random+8
957,441,2.55565,1498862847,Random+8
735,381,1.34934,695609724,Random+8
59,31,0.005188,1619810149,Random+8
152,82,0.035518,-1938689237,Random+8
882,438,2.1118,-1732326244,Random+8
884,436,2.13587,-1542984555,Random+8
513,294,0.555332,-86225253,Random+8
782,399,1.58735,1115524506,Random+8
111,57,0.022907,-1751985611,Random+8
664,344,1.03162,-2129164326,Random+8
490,235,0.490587,1903694204,Random+8
11,5,0.000235,1103346740,Random+8
135,67,0.031038,653412221,Random+8
155,82,0.04044,-1633261592,Random+8
749,483,1.4711,-2147476213,Random+8
276,152,0.124291,1909941034,Random+8
865,459,2.07419,852293369,Random+8
596,316,0.820233,-354842292,Random+8
565,267,0.687059,830997101,Random+8
493,233,0.482173,-2109691227,Random+8
575,283,0.705993,1834721844,Random+8
277,145,0.120809,2009529445,Random+8
846,434,1.91894,-1042275375,Random+8
360,197,0.226714,1741344566,Random+8
745,358,1.38058,1706668972,Random+8
73,32,0.011313,-1268600422,Random+8
800,421,1.67179,-1360475904,Random+8
960,505,2.80603,1786827600,Random+8
714,351,1.36758,-1409914673,Random+8
332,175,0.207379,-1066607988,Random+8
554,266,0.699792,-265596307,Random+8
349,168,0.205268,638900238,Random+8
838,404,1.92381,-1849802157,Random+8
672,330,1.09281,-1326653565,Random+8
172,89,0.04632,67575651,Random+8
833,443,2.049,1932212756,Random+8
215,100,0.108304,89795915,Random+8
300,150,0.193896,22669858,Random+8
51,24,0.005678,819291895,Random+8
25,13,0.001432,-1786935202,Random+8
652,328,1.13525,974174737,Random+8
264,134,0.13,703957834,Random+8
352,175,0.252216,946202505,Random+8
608,307,0.962239,847957568,Random+8
281,133,0.138805,-1886159764,Random+8
443,223,0.469813,1483494306,Random+8
520,269,0.599663,604384405,Random+8
396,183,0.346523,1056076362,Random+8
553,295,0.817432,-372937789,Random+8
98,47,0.017496,1237142253,Random+8
819,408,2.02969,546988011,Random+8
643,310,1.04632,65823054,Random+8
744,357,1.51571,1602302009,Random+8
9,3,0.000163,903976533,Random+8
125,59,0.027498,-346258725,Random+8
194,97,0.058297,-2022166905,Random+8
294,144,0.143321,-580231742,Random+8
268,131,0.11815,1102976661,Random+8
606,307,0.864176,642852917,Random+8
413,215,0.325922,-1532720475,Random+8
473,231,0.452084,193655584,Random+8
850,419,2.03005,-647832290,Random+8
816,404,1.89232,239056458,Random+8
473,237,0.470622,193775883,Random+8
614,307,0.898701,1447871360,Random+8
412,213,0.3484,-1637342754,Random+8
175,96,0.04636,370805628,Random+8
240,128,0.091143,-1697809356,Random+8
69,36,0.009868,-1668348454,Random+8
706,243,1.26463,-2147320713,Random+8
461,238,0.441741,-1012114254,Random+8
515,245,0.570999,112315746,Random+8
30,16,0.002032,-1286994004,Random+8
437,230,0.364948,874580623,Random+8
486,255,0.459152,1508146145,Random+8
120,60,0.021616,-847509021,Random+8
31,17,0.001564,-1186191478,Random+8
856,440,1.97606,-37864493,Random+8
261,134,0.106359,408110608,Random+8
593,294,0.844018,-646991799,Random+8
904,461,2.49173,468743057,Random+8
779,408,1.59296,822852052,Random+8
846,436,2.04067,-1054136043,Random+8
331,169,0.183519,-1166434056,Random+8
658,325,1.10325,1556223884,Random+8
734,377,1.46065,606419687,Random+8
657,325,1.05719,1477813778,Random+8
758,385,1.58097,-1283277430,Random+8
913,448,2.49977,1361617595,Random+8
158,81,0.040686,-1334873015,Random+8
861,448,2.11536,460397088,Random+8
274,122,0.119791,1705613349,Random+8
200,107,0.062931,-1418526459,Random+8
195,104,0.058435,-1919845865,Random+8
322,155,0.171542,-2072093232,Random+8
418,221,0.326535,-1030254549,Random+8
467,228,0.424207,-403335904,Random+8
788,393,1.69816,1725849674,Random+8
544,261,0.625706,-1275300402,Random+8
216,103,0.075141,189112134,Random+8
852,430,1.99579,-448052493,Random+8
504,254,0.521922,-993671351,Random+8
380,187,0.253311,-550551777,Random+8
541,288,0.65166,-1584895695,Random+8
911,460,2.29483,1166278553,Random+8
577,36,0.711221,-2147431748,Random+8
134,67,0.026492,554311681,Random+8
620,61,0.874917,-2147470237,Random+8
892,452,2.36908,-729796563,Random+8
779,389,1.7029,806214336,Random+8
188,100,0.05625,1674656917,Random+8
704,380,1.24943,1891146954,Random+8
646,342,1.01427,366955690,Random+8
834,142,1.83593,-2147477278,Random+8
184,91,0.053524,1283077245,Random+8
168,85,0.045634,-330286597,Random+8
856,413,2.28017,-46078790,Random+8
472,245,0.507989,95247510,Random+8
718,336,1.59335,-999703173,Random+8
743,370,1.58652,1507226714,Random+8
959,486,3.08201,1700609771,Random+8
633,313,0.963237,-936159130,Random+8
725,356,1.34875,-298242582,Random+8
807,410,1.72103,-664570684,Random+8
995,496,2.9122,1000555818,Random+8
925,469,2.39816,-1719289949,Random+8
336,167,0.187241,-659789176,Random+8
227,109,0.080431,1287919200,Random+8
475,244,0.437377,397441702,Random+8
556,272,0.656744,-72651065,Random+8
552,266,0.631778,-477510094,Random+8
723,362,1.37651,-508053813,Random+8
463,245,0.438551,-807592994,Random+8
795,407,1.71159,-1867818323,Random+8
827,419,1.85234,1333645647,Random+8
762,382,1.50891,-887107052,Random+8
825,407,1.77828,1135430449,Random+8
425,195,0.333268,-324481686,Random+8
245,126,0.095233,-1194560597,Random+8
913,448,2.34228,1373286090,Random+8
566,294,0.71125,933612249,Random+8
29,16,0.001311,-1387688701,Random+8
417,211,0.323648,-1120960171,Random+8
803,419,1.80232,-1056762185,Random+8
408,210,0.304863,-2028653656,Random+8
781,408,1.61608,1022646913,Random+8
398,195,0.290062,1260810794,Random+8
354,185,0.212656,1148745348,Random+8
454,221,0.405544,-1714204013,Random+8
795,391,1.65998,-1868886005,Random+8
766,394,1.5437,-479426880,Random+8
131,66,0.027773,255324417,Random+8
551,288,0.66008,-569237188,Random+8
672,338,1.08966,-1316154998,Random+8
267,131,0.112573,1005348863,Random+8
883,450,2.13559,-1631774096,Random+8
525,258,0.568959,1121310385,Random+8
361,169,0.220178,1847671641,Random+8
756,382,1.45282,-1493009133,Random+8
634,334,1.00886,-839048557,Random+8
536,270,0.613765,-2078878533,Random+8
204,109,0.066891,-1012351015,Random+8
872,428,2.16563,1560677494,Random+8
114,53,0.019566,-1454955952,Random+8
706,495,1.24195,-2147482171,Random+8
677,341,1.1894,-837883126,Random+8
444,228,0.377275,1583669683,Random+8
971,502,2.82086,-1402086069,Random+8
673,335,1.09932,-1218768497,Random+8
547,261,0.665091,-978603857,Random+8
117,62,0.022955,-1152270594,Random+8
114,59,0.022976,-1453902169,Random+8
308,161,0.15356,830546308,Random+8
55,26,0.006325,1225307189,Random+8
396,199,0.284451,1054349208,Random+8
770,388,1.62238,-74350991,Random+8
936,483,2.60317,-618377022,Random+8
442,220,0.378023,1377822928,Random+8
535,191,0.695805,-2147250547,Random+8
289,137,0.156327,-1086427967,Random+8
935,462,2.86979,-718407548,Random+8
430,220,0.397333,175249016,Random+8
234,134,0.087115,1987357687,Random+8
691,340,1.26107,583997574,Random+8
88,43,0.013436,237976536,Random+8
28,13,0.001573,-1485453176,Random+8
752,368,1.64075,-1884823062,Random+8
916,451,2.73661,1674346669,Random+8
387,206,0.282557,154285882,Random+8
139,63,0.032041,1059926696,Random+8
107,64,0.024375,-2147460153,Random+8
154,80,0.038262,-1735312563,Random+8
568,269,0.759443,1131503232,Random+8
141,76,0.032825,1253810977,Random+8
309,158,0.165327,925706792,Random+8
535,198,0.638079,-2147391014,Random+8
166,90,0.042338,-529073621,Random+8
189,104,0.05595,1780267502,Random+8
76,43,0.008725,-968505749,Random+8
64,32,0.006146,2124855076,Random+8
488,242,0.509204,1702542160,Random+8
711,355,1.32051,-1706438728,Random+8
931,465,2.44344,-1113317930,Random+8
479,230,0.46521,793396675,Random+8
374,175,0.24369,-1146805132,Random+8
813,404,1.80505,-59880480,Random+8
357,184,0.225772,1447969930,Random+8
925,483,2.48404,-1713807322,Random+8
712,363,1.29609,-1605536726,Random+8
525,259,0.670457,1117883415,Random+8
775,395,1.92142,416531161,Random+8
558,274,0.788494,123619605,Random+8
608,311,1.00367,849591171,Random+8
230,118,0.083515,1592095779,Random+8
426,216,0.415234,-226656187,Random+8
102,61,0.022554,1640131777,Random+8
841,440,2.19283,-1553861502,Random+8
296,146,0.192354,-380014070,Random+8
629,318,1.10748,-1338480070,Random+8
5,3,9.5e-05,501016497,Random+8
263,136,0.114278,614184703,Random+8
