Trabajos,CantEnMaquina,Ticks,Resultado,Caso
287,140,0.210678,-1277207968,Random+4
854,421,3.77433,-251270771,Random+4
964,462,4.69289,285161272,Random
920,468,3.97202,282275064,Random+4
158,77,0.046867,47900458,Random
247,129,0.135528,-1000416603,Random+4
652,342,1.62753,965142355,Random+4
759,379,2.36035,223834173,Random
274,129,0.231873,87296333,Random
905,437,3.5394,265209531,Random+4
687,343,1.89742,182169847,Random+4
352,165,0.266028,105424346,Random+4
246,126,0.156646,-1102002526,Random+4
668,335,1.53644,190030289,Random
682,354,1.81877,-320973101,Random+4
694,357,1.87915,198609023,Random
66,34,0.006632,17054355,Random
506,238,0.746791,-794185468,Random+4
400,188,0.477305,1462649170,Random+4
921,452,3.56447,277240405,Random+4
641,329,1.313,196164133,Random
281,142,0.145851,82274842,Random
711,367,1.8135,-1702869041,Random+4
327,179,0.329951,-1565548750,Random+4
703,371,1.98992,212505372,Random+4
17,10,0.000681,5756903,Random+4
636,325,1.4887,-635199944,Random+4
907,476,3.50535,261836473,Random
71,38,0.007813,23126598,Random
100,42,0.015828,27385112,Random
695,350,2.11924,978179766,Random+4
898,482,3.8546,278131572,Random+4
89,47,0.017229,27137366,Random+4
947,466,3.80066,281930801,Random
221,104,0.088124,57304620,Random
798,386,2.93038,-1566288534,Random+4
663,330,1.4668,201644586,Random
937,466,4.007,280218044,Random+4
145,72,0.046239,42836755,Random+4
758,360,2.12397,227211830,Random
741,356,2.33717,218510063,Random+4
919,30,4.17458,-2147208584,Random+4
769,385,2.17233,227500151,Random
488,248,0.806602,1696475070,Random+4
107,36,0.019773,-2147328610,Random+4
566,278,1.00067,167042327,Random
449,229,0.553728,125957713,Random
795,397,2.70355,230119681,Random+4
689,356,1.80903,390238585,Random+4
354,184,0.327349,1137383722,Random+4
196,95,0.084294,-1814495715,Random+4
228,116,0.109092,1392710022,Random+4
601,317,1.02303,185614525,Random
353,156,0.262811,98203001,Random
433,208,0.534227,481447939,Random+4
168,83,0.049321,51098721,Random
135,74,0.028014,656284224,Random+4
640,313,1.38913,194371119,Random+4
459,233,0.571375,-1207400935,Random+4
168,79,0.065983,-329894911,Random+4
507,258,0.758774,153118138,Random+4
623,307,1.11827,184187943,Random
541,266,0.937001,-1582532413,Random+4
52,35,0.005721,919623884,Random+4
590,299,1.06837,183492205,Random+4
692,342,1.88658,680874343,Random+4
779,398,2.84102,236579222,Random+4
133,72,0.041572,41080396,Random+4
972,501,4.07765,282171136,Random
827,400,2.83133,1342291128,Random+4
580,277,1.33445,-1960081341,Random+4
96,49,0.019638,1037166533,Random+4
846,434,3.03326,246571239,Random
899,428,3.80917,268730815,Random+4
514,249,0.893002,149070109,Random
490,243,0.864796,136793704,Random
909,434,3.338,970082874,Random+4
643,302,1.63563,195988253,Random
970,492,4.47833,292368658,Random+4
169,78,0.056163,50218591,Random+4
705,361,2.06509,205211866,Random
271,126,0.206264,74324861,Random
831,400,2.86729,1740697216,Random+4
620,518,1.48125,-2147477945,Random+4
160,87,0.051746,-1132189862,Random+4
365,186,0.277444,-2055128071,Random+4
135,70,0.038389,651730555,Random+4
839,406,2.68157,257945033,Random+4
420,200,0.415824,119054383,Random+4
800,402,2.67869,240142935,Random
616,315,1.25081,192059980,Random+4
269,132,0.132369,82079122,Random+4
39,21,0.002521,14070441,Random+4
77,42,0.008989,21236746,Random+4
759,392,2.11278,-1187826528,Random+4
659,326,1.69423,191382343,Random
553,298,1.26166,159505648,Random
841,415,2.7438,247322455,Random+4
568,301,1.28554,166922152,Random
435,211,0.624669,132491554,Random+4
289,139,0.175843,87173565,Random+4
934,485,3.79957,-810948220,Random+4
570,284,0.991197,167493179,Random+4
665,340,1.64505,203107349,Random
640,316,1.91198,186570081,Random
760,377,2.47568,227671403,Random+4
260,124,0.111638,79775597,Random+4
907,463,3.35346,761770524,Random+4
482,244,0.764827,147769377,Random
376,186,0.391567,115144456,Random
205,103,0.105666,63577780,Random
922,479,3.72531,-2020452988,Random+4
962,475,4.57464,288810887,Random+4
542,281,1.17714,-1472179716,Random+4
45,27,0.004116,218047704,Random+4
966,502,4.7253,276938660,Random
120,72,0.030427,31655056,Random
211,109,0.113357,60105468,Random
16,13,0.000574,5428932,Random
172,87,0.070549,50324889,Random
599,295,1.49377,172884979,Random
742,366,2.30031,1411990293,Random+4
514,266,0.819878,146255958,Random
278,143,0.163255,81430599,Random
627,324,1.39203,-1542515100,Random+4
36,20,0.002717,-685354621,Random+4
88,42,0.013177,236411800,Random+4
88,49,0.012255,234797006,Random+4
997,514,4.40457,303881230,Random+4
83,38,0.014056,25854625,Random+4
606,292,1.28234,648843661,Random+4
899,452,3.19616,251087957,Random
170,86,0.063514,49999593,Random
992,513,5.17733,289347164,Random+4
885,436,4.02986,-1433204886,Random+4
623,300,1.55628,183108143,Random+4
97,53,0.019562,28096602,Random+4
336,176,0.398787,98547729,Random+4
978,475,4.98336,288656433,Random
761,382,2.66356,-995685693,Random+4
196,97,0.085215,-1821106196,Random+4
334,164,0.304595,94528886,Random
512,252,0.996409,150999941,Random
159,70,0.062468,47418289,Random
944,496,4.51182,279648757,Random+4
866,442,3.7222,952925304,Random+4
23,11,0.001228,7081155,Random+4
874,418,3.80641,237401529,Random
864,417,3.54568,753058285,Random+4
871,437,3.62803,264820986,Random+4
421,215,0.545245,-728289367,Random+4
273,146,0.182998,1609356712,Random+4
561,296,0.943611,170268496,Random+4
343,167,0.310108,42832789,Random+4
277,143,0.183765,82907598,Random+4
891,445,3.63748,260908774,Random
179,85,0.05993,53691100,Random
140,59,0.030203,40798884,Random
8,6,0.000135,3588592,Random
416,184,0.415396,118405891,Random
574,285,1.09905,166883702,Random+4
695,365,1.62597,989351246,Random+4
432,215,0.65873,371382137,Random+4
656,342,1.69077,195510571,Random+4
956,478,4.01758,273986949,Random
875,443,3.30387,1856689937,Random+4
542,268,1.08642,155632009,Random
282,140,0.145868,79823938,Random
38,20,0.002232,12113628,Random
555,286,1.22813,163596319,Random
88,43,0.014849,28414415,Random
213,100,0.110609,65152319,Random
993,512,4.74656,298327333,Random+4
91,47,0.0173,22781743,Random+4
703,358,2.20071,1791723921,Random+4
402,199,0.348621,124399179,Random+4
678,340,1.51096,196285158,Random
252,122,0.179516,75719766,Random
91,43,0.017216,23977029,Random
812,418,2.73026,238109855,Random+4
833,386,3.07184,1941946414,Random+4
680,346,2.00848,189969450,Random
343,169,0.21982,48468807,Random+4
417,214,0.469895,119199516,Random+4
174,90,0.065879,51438762,Random+4
88,43,0.01623,24958151,Random+4
3,3,5.1e-05,845500,Random+4
663,333,1.63631,190713636,Random
634,302,1.576,193192172,Random+4
911,466,3.34556,1175257100,Random+4
137,84,0.040458,854241411,Random+4
783,382,2.61932,220969209,Random
774,408,2.73607,229980353,Random+4
810,400,2.88144,-355268450,Random+4
201,97,0.084333,-1319119992,Random+4
269,139,0.16502,1206870489,Random+4
836,400,2.90396,242117795,Random
84,44,0.014666,26248734,Random
407,221,0.645633,117907603,Random
474,229,0.803657,138371773,Random
781,416,2.33137,1018851813,Random+4
977,469,4.56128,297917172,Random+4
756,372,2.80611,226535057,Random+4
877,659,3.52015,-2147369823,Random+4
935,484,4.02582,274085213,Random
361,184,0.405563,1846301017,Random+4
422,222,0.432731,112921951,Random
370,192,0.406872,-1543205003,Random+4
47,29,0.003481,418672348,Random+4
894,445,3.09823,270037783,Random+4
461,232,0.561658,137662554,Random+4
856,410,3.54718,-48081128,Random+4
615,308,1.32159,181991434,Random+4
48,21,0.00482,14738983,Random+4
956,484,4.56278,287067146,Random
79,43,0.0127,26128117,Random
391,190,0.367994,108038141,Random
312,159,0.319632,90917986,Random
120,62,0.032192,34929411,Random
795,414,2.58695,-1874180864,Random+4
764,389,2.29189,225344105,Random+4
502,245,0.952979,147767902,Random
570,297,0.986622,1335971668,Random+4
97,47,0.014429,1138230934,Random+4
153,83,0.050009,-1835641978,Random+4
597,299,1.36154,-246558924,Random+4
199,100,0.083679,-1515248644,Random+4
790,409,2.66444,230798488,Random
185,76,0.066315,56735776,Random
846,414,3.10477,253248183,Random+4
446,223,0.756018,131178765,Random+4
270,139,0.223396,80549718,Random+4
709,348,2.0375,212991633,Random
86,42,0.015603,22029471,Random
890,434,3.06765,-923122626,Random+4
549,272,1.13609,155095878,Random
402,210,0.609366,124146506,Random
554,265,1.32478,163788559,Random
206,104,0.087353,64619417,Random
945,480,4.29484,284826916,Random+4
898,479,3.35466,-130499336,Random+4
91,39,0.012662,536983989,Random+4
324,169,0.280445,97419308,Random+4
270,139,0.144553,1304747790,Random+4
855,428,3.44682,246968852,Random
352,176,0.470346,104333426,Random
89,52,0.016651,24946596,Random
886,465,3.33076,-1328439555,Random+4
827,397,3.40699,252723111,Random+4
137,70,0.035196,852513624,Random+4
270,133,0.152123,83116156,Random+4
192,108,0.082876,60601489,Random+4
359,182,0.27479,1653515283,Random+4
962,503,4.47033,270498396,Random
916,471,4.26756,1680012335,Random+4
321,164,0.242178,94448169,Random
104,54,0.022645,27427468,Random
281,148,0.148275,82607073,Random
922,478,4.50272,280828716,Random+4
207,115,0.072466,55813411,Random
237,108,0.106213,72155548,Random+4
263,131,0.147888,78196491,Random+4
560,273,0.946978,335429288,Random+4
391,194,0.454299,127848709,Random+4
270,134,0.161002,1310627327,Random+4
968,481,3.97628,290289081,Random
919,485,4.29485,265730973,Random+4
298,154,0.193439,79059543,Random+4
908,443,4.29845,870278076,Random+4
144,77,0.042014,40166645,Random+4
361,194,0.311782,1847836822,Random+4
409,213,0.58148,-1931282829,Random+4
558,283,0.97987,169388676,Random+4
33,21,0.001682,9367745,Random+4
327,164,0.217745,101255355,Random+4
809,430,2.59049,225496891,Random
332,173,0.25302,97229300,Random+4
82,36,0.009816,25618288,Random+4
416,214,0.44939,117032769,Random
408,219,0.399451,115330414,Random+4
583,303,1.10151,-1657610208,Random+4
117,53,0.028724,-1151060175,Random+4
320,167,0.193879,99782441,Random+4
754,392,2.41944,220669804,Random
378,188,0.502673,106252619,Random
830,417,3.1347,250917395,Random+4
562,289,1.20285,163628405,Random
917,447,3.85911,1783774544,Random+4
384,173,0.37457,109032105,Random
545,276,1.06417,159758935,Random+4
793,376,2.36606,-2068879159,Random+4
834,420,3.16583,241001757,Random
108,54,0.024969,32203523,Random
421,202,0.541015,124058555,Random
162,84,0.045335,42433454,Random
945,480,4.43085,295385603,Random+4
823,400,2.83743,930403700,Random+4
379,191,0.347891,-646343981,Random+4
729,373,2.14406,98305422,Random+4
40,19,0.002771,-284719265,Random+4
788,393,2.90393,235867915,Random+4
880,438,3.71672,245677716,Random
168,79,0.051711,51258377,Random
641,322,1.25963,-137694884,Random+4
691,351,1.87479,204193460,Random
724,376,2.2423,209041305,Random+4
517,281,0.897823,154582790,Random
161,84,0.054123,42962655,Random
801,410,2.55021,-1266926687,Random+4
699,349,1.80224,205358141,Random+4
74,35,0.008244,21823501,Random+4
805,404,2.38005,232354151,Random
394,203,0.381525,120659169,Random
392,197,0.357055,106467701,Random
756,375,2.49219,-1495762089,Random+4
557,287,1.25742,27965215,Random+4
873,446,3.54294,261044116,Random+4
473,239,0.698657,196607320,Random+4
650,336,1.90202,766753831,Random+4
993,525,4.25551,301619721,Random
253,127,0.155629,-393076509,Random+4
40,19,0.002524,-283019384,Random+4
187,108,0.064882,1573777042,Random+4
859,433,3.55026,260007889,Random+4
525,281,1.09171,156408434,Random+4
811,419,2.35725,234306373,Random
317,169,0.229609,88979215,Random
46,25,0.003234,12114411,Random
642,321,1.49767,187447903,Random
60,32,0.005575,15223645,Random
182,96,0.062454,52222783,Random
140,73,0.034887,45035762,Random
545,263,0.976505,158028622,Random
824,426,3.18364,247355395,Random+4
231,112,0.101063,65202411,Random
995,494,5.17715,1029643899,Random+4
589,305,1.07142,164903764,Random
603,296,1.2605,342050619,Random+4
140,68,0.041136,1157107569,Random+4
285,148,0.22234,-1481983709,Random+4
11,6,0.000328,1104554270,Random+4
950,468,4.42759,289068369,Random+4
735,365,2.80912,695814141,Random+4
88,51,0.016452,236294946,Random+4
120,56,0.030323,-847670049,Random+4
455,230,0.626177,141863183,Random+4
966,473,4.06329,273618913,Random
758,378,2.61094,226751158,Random+4
331,166,0.351283,100134646,Random+4
932,477,3.60797,-1015221251,Random+4
778,353,2.95769,223175846,Random
753,388,2.15331,-1789093038,Random+4
771,409,2.62454,236597124,Random+4
869,448,3.47471,255308228,Random
804,393,2.45654,-967558506,Random+4
702,369,2.24002,211758970,Random
647,325,1.45604,467633105,Random+4
319,168,0.330025,89310332,Random
503,256,0.713098,-1095415738,Random+4
961,477,4.51414,287068140,Random+4
550,273,1.12036,158393791,Random
623,289,1.01996,-1946375546,Random+4
796,395,2.74734,234814271,Random+4
1,1,4.2e-05,976020,Random+4
781,387,2.42224,1007701495,Random+4
401,193,0.418925,1566575578,Random+4
947,461,4.39254,276480709,Random
511,234,0.974568,149028822,Random
805,413,2.95501,239384099,Random+4
617,312,1.37553,169700265,Random
978,513,4.12936,-697640868,Random+4
272,146,0.151804,1509778447,Random+4
835,433,3.44366,260213371,Random+4
728,356,2.29933,214803393,Random
77,41,0.012768,21566836,Random
385,185,0.441612,115665111,Random+4
32,12,0.001725,11475242,Random+4
713,357,1.88575,-1505269097,Random+4
413,217,0.495899,125803475,Random
66,33,0.008992,21348212,Random
518,249,0.993662,152800565,Random
264,122,0.164211,80178233,Random
710,341,1.96368,217234536,Random+4
437,211,0.75228,125091864,Random+4
902,483,3.2698,267866554,Random+4
20,12,0.00066,2007306041,Random+4
686,351,1.92228,198065555,Random
327,162,0.213809,-1561905554,Random+4
331,161,0.26513,94071987,Random
296,147,0.212256,-375753597,Random+4
646,317,1.51548,191768388,Random+4
669,331,1.7609,190947132,Random
220,101,0.109571,67513469,Random
777,411,2.66824,239959190,Random+4
631,320,1.80857,182836846,Random
938,465,3.95621,-412842178,Random+4
395,190,0.541977,962816776,Random+4
308,152,0.271584,824391329,Random+4
679,338,1.84175,196509760,Random
987,505,4.863,299596112,Random+4
814,402,3.0328,228786535,Random
127,69,0.034705,35460842,Random
490,247,0.739117,147602968,Random
983,513,4.77254,-199689698,Random+4
348,177,0.296321,534923036,Random+4
393,185,0.439194,755813678,Random+4
866,432,3.21702,258163388,Random+4
325,167,0.322275,90277154,Random+4
217,109,0.111154,61737771,Random+4
208,106,0.086131,64401733,Random+4
828,403,2.82199,242855988,Random
133,67,0.038939,39314253,Random
437,226,0.605078,136896270,Random+4
625,325,1.6194,173441027,Random
44,21,0.004089,12658498,Random
87,48,0.015868,23805868,Random
941,467,3.99838,-110985048,Random+4
596,302,1.52046,179650979,Random+4
291,145,0.165693,-877454051,Random+4
271,135,0.189142,80635675,Random+4
473,229,0.655471,138165741,Random
1,1,2.7e-05,305502,Random
344,175,0.271553,142073119,Random+4
308,152,0.204341,95780047,Random+4
305,143,0.236748,89531848,Random+4
451,212,0.437273,-2015990915,Random+4
505,250,0.763613,151191690,Random
188,93,0.084714,56081873,Random
391,200,0.442555,559059317,Random+4
127,57,0.033931,34020193,Random
658,341,1.58629,203244337,Random+4
538,262,1.04769,159987933,Random
588,303,1.24659,-1158258317,Random+4
372,196,0.343923,117467708,Random
529,256,0.807035,163269947,Random+4
640,314,1.56006,193237306,Random
252,119,0.116113,73389263,Random
144,80,0.033543,43682066,Random
197,100,0.073956,59762580,Random
705,373,2.0583,1983476248,Random+4
587,289,1.25536,169119794,Random
387,188,0.588544,110419100,Random
130,62,0.038435,37289466,Random
903,448,3.72398,265686477,Random+4
346,167,0.268263,101529009,Random+4
229,127,0.128058,62407015,Random+4
985,493,4.66065,9537692,Random+4
709,355,2.48182,208656123,Random+4
506,240,0.958578,-790913858,Random+4
451,223,0.65127,143019975,Random+4
57,32,0.004985,17202522,Random+4
983,512,4.75625,288403975,Random
535,280,1.01136,166241050,Random+4
113,65,0.019481,32028615,Random+4
382,203,0.456069,101158164,Random
718,339,2.15223,209431584,Random
11,8,0.000244,3120628,Random
914,472,3.96945,1473960497,Random+4
230,103,0.110705,1590522467,Random+4
888,443,3.52922,275169794,Random+4
4,2,8.8e-05,1648896,Random+4
712,363,2.21852,-1598478358,Random+4
612,310,1.66061,174814907,Random+4
373,184,0.425091,-1247869000,Random+4
853,428,3.00473,254499369,Random
320,152,0.21279,107695940,Random+4
339,186,0.237853,103868432,Random
57,23,0.006738,15055955,Random
857,430,3.39525,59373797,Random+4
27,15,0.001593,-1584366350,Random+4
826,415,3.21732,243476272,Random
208,110,0.130127,-609929834,Random+4
970,465,4.38542,292164077,Random+4
112,51,0.018836,33275633,Random+4
166,78,0.042284,49638558,Random+4
279,134,0.136476,85055950,Random+4
60,38,0.005488,18793076,Random+4
229,110,0.085214,76445547,Random+4
813,390,2.00748,234666015,Random
169,84,0.044474,45937944,Random
90,45,0.012532,27056854,Random
510,261,0.628354,152000386,Random
925,456,2.81203,273736999,Random+4
733,362,1.64984,216180614,Random
787,407,2.41081,227993920,Random+4
817,395,2.33762,235305313,Random
176,85,0.071508,52686932,Random+4
900,471,3.13155,269059601,Random
190,96,0.065549,53477580,Random
308,161,0.197824,90229872,Random
237,122,0.114874,73126271,Random
955,475,3.95793,290849796,Random+4
845,427,2.9697,252587139,Random+4
990,529,3.82684,289087411,Random
445,214,0.573631,1674571219,Random+8
142,72,0.032693,1358429525,Random+8
475,240,0.880652,393171116,Random+8
860,431,3.23069,265351293,Random+4
943,472,4.16349,275072200,Random
415,193,0.662002,119009988,Random
711,349,2.20048,211742298,Random+4
1000,491,4.7976,1508179258,Random+8
619,309,1.57752,176853598,Random+4
736,372,2.28442,206925096,Random
562,294,1.12099,531695250,Random+8
505,234,0.803008,152053039,Random+4
426,214,0.472852,-230285999,Random+8
291,146,0.228811,87493229,Random+4
375,188,0.315727,-1045241098,Random+8
104,52,0.016371,1839004168,Random+8
261,140,0.14092,406658460,Random+8
54,26,0.00451,1120935460,Random+8
373,182,0.330683,-1254124546,Random+8
549,288,1.02809,166918700,Random+4
461,222,0.645356,-1006524020,Random+8
691,346,1.99961,217233601,Random+4
951,486,4.05253,276807593,Random
355,188,0.326063,109935743,Random+4
695,333,1.96999,986236353,Random+8
774,383,2.55652,231173210,Random+4
61,31,0.007907,19549656,Random+4
225,114,0.147637,67789228,Random+4
796,400,2.8044,238328168,Random
124,53,0.034375,36840604,Random+4
559,298,1.21798,159348327,Random
971,468,4.67305,-1388964674,Random+8
698,334,2.07531,209265619,Random+4
103,50,0.02257,32247746,Random+4
372,187,0.397617,-1344556086,Random+8
546,283,1.10764,159631739,Random
314,157,0.251112,85769564,Random
439,214,0.574005,1082973220,Random+8
736,365,2.82725,800470663,Random+8
289,152,0.267141,-1086947021,Random+8
853,422,3.51873,249260210,Random
939,483,4.37336,274661491,Random+4
484,255,0.856544,150622095,Random+4
627,318,1.55225,188563909,Random
153,78,0.057874,46342118,Random
473,242,0.915733,140358220,Random
29,14,0.002058,10037516,Random
90,45,0.01901,25240003,Random
30,11,0.002124,8363646,Random
340,172,0.438343,101852335,Random
976,472,4.63922,-893482938,Random+8
926,465,4.291,280865868,Random+4
484,242,0.880186,1298127572,Random+8
220,114,0.132745,585780254,Random+8
230,114,0.141156,1595983071,Random+8
343,174,0.406691,42170890,Random+8
773,372,2.67957,230633595,Random
261,121,0.17182,402442586,Random+8
564,276,1.16124,171361916,Random+4
547,292,1.20764,-968830337,Random+8
128,70,0.036761,-48256615,Random+8
553,274,1.29133,160591291,Random+4
187,96,0.077047,1578726137,Random+8
216,106,0.105592,66165157,Random+4
721,347,2.04294,204704136,Random
527,280,0.916738,1328486092,Random+8
665,303,1.77466,204509453,Random+4
629,312,1.46271,174295567,Random
474,231,0.837543,146627038,Random+4
495,257,1.09311,137385544,Random+4
705,342,2.14549,202502303,Random
282,136,0.176829,82406136,Random
962,345,4.49742,-2147069092,Random+8
140,61,0.045693,1155726481,Random+8
697,339,2.18704,213295323,Random+4
629,309,1.48317,176104709,Random
155,77,0.054341,44294103,Random
214,106,0.095312,63369328,Random
94,49,0.018173,26787139,Random
632,333,1.49541,-1041582044,Random+8
252,125,0.174503,-498102775,Random+8
9,6,0.000237,901832533,Random+8
67,34,0.009422,-1867524551,Random+8
204,97,0.109967,-1014949193,Random+8
738,374,2.43499,208418655,Random
5,3,0.000106,3150092,Random
193,95,0.100028,58273115,Random
658,334,1.74033,1576298913,Random+8
105,49,0.023135,1946161118,Random+8
861,417,3.5088,263570663,Random+4
422,208,0.544898,-633700831,Random+8
448,228,0.753547,1982902641,Random+8
214,106,0.123426,-12325676,Random+8
632,308,1.51793,190375520,Random+4
507,258,0.886044,-688044885,Random+8
388,188,0.525909,252661990,Random+8
346,180,0.422489,340850159,Random+8
39,24,0.00333,-384628325,Random+8
909,445,3.96567,262890878,Random
244,133,0.139306,70666201,Random
554,272,1.20341,-280320259,Random+8
853,407,3.17402,259075453,Random+4
429,219,0.651353,131733273,Random+4
71,39,0.010936,20705871,Random+4
272,141,0.230503,76300461,Random+4
625,297,1.45044,-1751185076,Random+8
222,108,0.122242,796528065,Random+8
138,71,0.044692,953534815,Random+8
813,415,2.76193,228560488,Random
67,29,0.009629,17747328,Random
46,24,0.004354,11447679,Random
532,261,0.909641,161573876,Random+4
497,256,0.809161,-1697013676,Random+8
91,47,0.018584,535260828,Random+8
138,71,0.042206,954710813,Random+8
324,164,0.269105,-1871155846,Random+8
28,16,0.001833,-1486934591,Random+8
274,144,0.210219,1710126464,Random+8
299,157,0.267724,-82327267,Random+8
253,122,0.143965,-398818263,Random+8
414,207,0.501365,-1426187266,Random+8
706,341,1.94312,203102493,Random+4
113,52,0.027524,33665990,Random+4
461,220,0.732075,-1011330402,Random+8
52,27,0.005653,921452846,Random+8
436,223,0.717575,125358215,Random+4
413,198,0.534735,-1524069450,Random+8
416,215,0.54893,-1226710373,Random+8
946,478,3.93235,269465253,Random
318,168,0.292242,88724267,Random
359,173,0.435963,109040646,Random
677,320,1.80703,207481240,Random+4
315,165,0.247767,99543170,Random+4
674,335,2.2431,204222205,Random+4
921,473,4.13854,-2129710941,Random+8
162,77,0.059644,-930688471,Random+8
839,415,3.6635,243483001,Random
180,94,0.078375,53082437,Random
468,223,0.770635,-313577719,Random+8
660,323,1.85105,197099719,Random+4
452,211,0.661929,134972204,Random
379,207,0.416555,-636639508,Random+8
333,168,0.294635,96744883,Random
509,259,0.907807,148774548,Random
152,82,0.050495,41978573,Random
622,316,1.57763,-2039702095,Random+8
252,127,0.172918,-496606499,Random+8
461,221,0.776021,125357432,Random
399,197,0.480099,1364784316,Random+8
494,251,0.910887,139338239,Random
911,468,3.64115,272951286,Random+4
642,311,1.72136,192188337,Random+4
715,380,2.4557,208120524,Random
77,39,0.012574,20656716,Random
83,47,0.014388,23498199,Random
366,178,0.468219,103209094,Random
862,431,3.62291,548515393,Random+8
543,288,1.09135,153997715,Random+4
712,364,2.17989,209662737,Random
263,132,0.206882,75506046,Random
531,279,1.30373,157034025,Random
868,427,3.69695,1156881976,Random+8
205,119,0.107922,-917827781,Random+8
142,59,0.045168,1360790974,Random+8
329,161,0.344104,97332418,Random
278,204,0.213131,-2147458810,Random+8
888,449,4.04299,267226030,Random+4
383,191,0.441494,120315026,Random+4
384,196,0.528528,115296803,Random+4
134,67,0.040347,40227271,Random+4
597,309,1.28539,176225179,Random
139,75,0.04214,42191049,Random+4
864,437,3.66421,753573147,Random+8
753,394,2.783,220247708,Random+4
305,137,0.285515,93371043,Random+4
171,80,0.071774,55423918,Random+4
633,329,1.72356,-937718157,Random+8
588,285,1.56071,169588934,Random+4
978,475,5.08999,289264828,Random
536,290,1.04899,161988851,Random+4
466,236,0.905102,148984826,Random+4
693,348,2.18183,200710379,Random
883,476,3.94227,-1640562897,Random+8
602,295,1.673,170539198,Random
794,419,2.79013,231168142,Random+4
587,291,1.31456,-1258834843,Random+8
519,276,0.987925,152624925,Random+4
47,27,0.00477,13715820,Random+4
464,248,0.782203,-714147545,Random+8
155,81,0.051499,-1631227432,Random+8
340,175,0.316444,-256546170,Random+8
940,444,4.3969,264150936,Random
785,379,2.91658,235219570,Random+4
243,133,0.157949,74144662,Random+4
566,303,1.33698,173593470,Random
342,171,0.407979,102819361,Random
929,481,4.53817,-1319094468,Random+8
26,13,0.001482,-1688528215,Random+8
904,424,4.05019,283054665,Random+4
880,448,4.27227,-1933818260,Random+8
943,467,4.81869,271339355,Random
63,30,0.00859,19113896,Random
343,185,0.348859,41649253,Random+8
330,161,0.277846,97482350,Random
389,184,0.420502,364667241,Random+8
481,253,0.81439,140137282,Random
603,297,1.57409,347315462,Random+8
228,116,0.149265,1400509869,Random+8
558,267,1.31522,155409714,Random
993,481,5.02121,296572105,Random+4
85,45,0.016118,25933593,Random+4
459,245,0.643262,-1202215871,Random+8
309,155,0.262581,923476463,Random+8
286,141,0.235298,-1381287803,Random+8
723,368,2.19972,212837890,Random
543,265,1.27194,-1375878225,Random+8
226,115,0.113516,1188871672,Random+8
198,97,0.089714,-1618908022,Random+8
268,144,0.187208,1110688675,Random+8
295,156,0.22908,-474924068,Random+8
193,97,0.095256,-2116762004,Random+8
213,112,0.11891,-113978304,Random+8
876,458,3.48427,257933444,Random+4
775,394,2.501,220306711,Random
181,87,0.080552,55442756,Random
887,428,3.97942,-1243308594,Random+8
186,89,0.090771,1474600258,Random+8
237,123,0.132133,-1997133009,Random+8
742,347,2.72707,219536212,Random
515,258,0.865983,114963857,Random+8
89,42,0.016906,340879245,Random+8
945,480,4.304,285211705,Random+4
642,311,1.4512,193705308,Random
677,333,1.66465,-821077775,Random+8
499,257,0.929098,142944450,Random
58,28,0.007177,15885581,Random
559,270,1.17946,222799143,Random+8
242,113,0.173476,-1498667391,Random+8
580,282,1.25848,168215911,Random
936,443,3.75414,301225552,Random+4
62,32,0.008009,20614586,Random+4
1,1,3.3e-05,1007569,Random+4
592,284,1.29922,187765662,Random+4
666,326,1.7595,186191318,Random
500,246,0.804455,148301252,Random+4
937,458,4.17975,-514552661,Random+8
739,374,2.34282,206443827,Random
311,142,0.270335,88768767,Random
82,44,0.014012,24191535,Random
477,239,0.700955,596979679,Random+8
825,401,2.83943,260131478,Random+4
598,319,1.23098,-160553218,Random+8
466,217,0.798294,140693582,Random+4
748,376,2.08916,219772868,Random
523,255,0.93069,146116517,Random
602,303,1.39434,178268622,Random+4
925,486,3.8168,-1720117331,Random+8
883,427,3.52923,257907679,Random
129,58,0.035504,40674849,Random
797,415,3.19758,242470189,Random+4
643,309,1.57977,64525311,Random+8
488,231,0.681715,154827556,Random+4
520,267,0.945773,155837379,Random+4
704,364,1.96516,196959502,Random
387,176,0.384573,111592704,Random+4
309,140,0.254031,92046829,Random+4
371,192,0.434853,105868850,Random
356,168,0.388415,105451399,Random
73,31,0.012292,24058084,Random
845,405,2.70809,-1150875430,Random+8
734,380,2.01845,215965436,Random+4
436,228,0.57008,125818056,Random+4
696,366,2.17954,201092447,Random
535,280,0.963139,163266863,Random+4
99,54,0.021569,29821836,Random+4
203,96,0.092789,64743480,Random+4
597,299,1.22191,168098091,Random
180,85,0.060241,49843737,Random
287,138,0.223248,81635767,Random
971,480,4.29046,-1397775908,Random+8
317,147,0.326302,1728281489,Random+8
409,213,0.58363,-1931654638,Random+8
661,332,1.65188,191705714,Random
895,475,3.40296,267979816,Random+4
637,328,1.58556,-536267694,Random+8
146,69,0.050123,1757405299,Random+8
735,371,1.98378,215619823,Random
784,406,2.4469,232037599,Random+4
655,331,1.79448,199175051,Random+4
836,409,3.26286,245227508,Random
58,31,0.007008,16543092,Random
946,472,4.43075,398334802,Random+8
543,287,0.969698,158566532,Random
437,209,0.575522,120865105,Random
181,83,0.069157,53697722,Random
271,138,0.148422,80335174,Random
716,356,2.02388,210728413,Random+4
338,180,0.341133,106266672,Random+4
